production_day,line_id,station_id,units_processed,ref_brightness_pct,ref_sharpness_score,datamatrix_grade,ref_bias_mm,ref_repeatability_mm,locator_wear_mm,clamp_offset_mm,gripper_pad_wear_mm,tcp_offset_mm,jaw_parallelism_mm
2026-04-23,LINE-C,S9,4140,90.26,0.8976,2.91,0.00191,0.00655,0.02032,0.01562,0.04131,0.02063,0.01582
2026-04-24,LINE-A,S1,4320,100.94,0.9378,3.74,0.00249,0.006,0.02077,0.01542,0.04055,0.02036,0.01563
2026-04-24,LINE-A,S2,4320,101.14,0.9439,3.75,0.00218,0.01324,0.03762,0.02326,0.0414,0.02093,0.01732
2026-04-24,LINE-A,S3,4320,99.75,0.9364,3.72,0.00183,0.00611,0.02035,0.0179,0.04002,0.02129,0.01524
2026-04-24,LINE-B,S4,4320,100.41,0.9411,3.84,0.00202,0.00615,0.02026,0.01543,0.04049,0.02223,0.01524
2026-04-24,LINE-B,S5,4320,100.21,0.945,3.83,0.002,0.00672,0.02036,0.01833,0.04176,0.05365,0.0159
2026-04-24,LINE-B,S6,4320,99.22,0.941,3.8,0.0018,0.00603,0.02194,0.01625,0.04126,0.02084,0.01633
2026-04-24,LINE-C,S7,4320,99.9,0.9318,3.79,0.00232,0.00629,0.02012,0.01604,0.0418,0.02075,0.01559
2026-04-24,LINE-C,S8,4320,100.31,0.9399,3.81,0.00153,0.01195,0.02011,0.01549,0.1406,0.02157,0.01641
2026-04-24,LINE-C,S9,4320,91.25,0.8913,2.91,0.00245,0.00612,0.02062,0.01618,0.04132,0.02024,0.0151
2026-04-25,LINE-A,S1,4500,100.25,0.9372,3.8,0.00197,0.00608,0.02055,0.0173,0.04062,0.02068,0.01555
2026-04-25,LINE-A,S2,4500,99.2,0.9427,3.83,0.00198,0.01345,0.03886,0.0241,0.04037,0.02089,0.01604
2026-04-25,LINE-A,S3,4500,100.29,0.9382,3.83,0.00211,0.00621,0.02061,0.01747,0.04035,0.02035,0.01713
2026-04-25,LINE-B,S4,4500,99.73,0.9364,3.85,0.00132,0.00643,0.02078,0.01704,0.04089,0.02063,0.01555
2026-04-25,LINE-B,S5,4500,98.84,0.9326,3.79,0.00262,0.00613,0.02007,0.0167,0.04253,0.05599,0.01502
2026-04-25,LINE-B,S6,4500,99.24,0.9441,3.77,0.00204,0.00607,0.02067,0.01647,0.04033,0.021,0.01512
2026-04-25,LINE-C,S7,4500,100.04,0.9423,3.77,0.0023,0.00625,0.02182,0.01556,0.04055,0.02077,0.01574
2026-04-25,LINE-C,S8,4500,99.73,0.9384,3.82,0.00167,0.0125,0.02006,0.01649,0.14524,0.02184,0.01672
2026-04-25,LINE-C,S9,4500,91.34,0.8957,2.83,0.00169,0.00613,0.02093,0.01599,0.04002,0.02046,0.01539
2026-04-26,LINE-A,S1,4680,100.02,0.9319,3.81,0.0023,0.00608,0.02127,0.01632,0.04026,0.02004,0.01509
2026-04-26,LINE-A,S2,4680,99.94,0.9404,3.83,0.00255,0.01429,0.04035,0.02676,0.04092,0.02076,0.01598
2026-04-26,LINE-A,S3,4680,99.73,0.9449,3.82,0.0021,0.0063,0.02034,0.01683,0.0411,0.02152,0.01532
2026-04-26,LINE-B,S4,4680,100.45,0.9388,3.78,0.00268,0.00606,0.02056,0.01519,0.0407,0.02001,0.01629
2026-04-26,LINE-B,S5,4680,100.28,0.9332,3.79,0.00271,0.00606,0.02126,0.01784,0.04082,0.05668,0.01533
2026-04-26,LINE-B,S6,4680,99.73,0.9446,3.82,0.0021,0.00604,0.02012,0.01657,0.04104,0.02162,0.01555
2026-04-26,LINE-C,S7,4680,100.32,0.9419,3.81,0.00187,0.00624,0.02003,0.01573,0.04037,0.02202,0.01656
2026-04-26,LINE-C,S8,4680,100.25,0.9333,3.8,0.00183,0.01246,0.02027,0.01557,0.14984,0.02084,0.01629
2026-04-26,LINE-C,S9,4680,91.41,0.8984,2.8,0.00245,0.00628,0.02014,0.01566,0.04217,0.02047,0.01705
2026-04-27,LINE-A,S1,4860,99.96,0.9415,3.78,0.00161,0.00638,0.02096,0.01649,0.04116,0.02009,0.01531
2026-04-27,LINE-A,S2,4860,100.23,0.944,3.8,0.00256,0.01441,0.04243,0.02567,0.04259,0.02047,0.01564
2026-04-27,LINE-A,S3,4860,100.14,0.9323,3.83,0.00178,0.00642,0.02006,0.01531,0.04141,0.0209,0.01589
2026-04-27,LINE-B,S4,4860,99.9,0.9433,3.76,0.00133,0.00625,0.02042,0.01559,0.04223,0.02068,0.01501
2026-04-27,LINE-B,S5,4860,100.47,0.9369,3.85,0.00173,0.0062,0.02108,0.01532,0.04066,0.05848,0.01622
2026-04-27,LINE-B,S6,4860,99.59,0.9398,3.8,0.00161,0.00602,0.02,0.01671,0.04145,0.02033,0.01519
2026-04-27,LINE-C,S7,4860,100.33,0.9377,3.82,0.00196,0.00629,0.02067,0.01717,0.04019,0.02164,0.01546
2026-04-27,LINE-C,S8,4860,100.15,0.9496,3.77,0.00124,0.01275,0.02058,0.01503,0.15259,0.02027,0.01586
2026-04-27,LINE-C,S9,4860,91.02,0.8941,2.76,0.00143,0.00613,0.02008,0.0156,0.04033,0.02002,0.01559
2026-04-28,LINE-A,S1,5040,100.24,0.939,3.81,0.00263,0.00615,0.02124,0.01568,0.04148,0.02022,0.0159
2026-04-28,LINE-A,S2,5040,99.65,0.9341,3.8,0.0013,0.01435,0.04448,0.02558,0.04154,0.02103,0.01506
2026-04-28,LINE-A,S3,5040,100.25,0.9406,3.81,0.00166,0.00626,0.02078,0.01625,0.04142,0.02021,0.01516
2026-04-28,LINE-B,S4,5040,100.2,0.9286,3.81,0.00195,0.00602,0.02049,0.01511,0.04137,0.02014,0.01506
2026-04-28,LINE-B,S5,5040,100.06,0.9406,3.83,0.00157,0.00605,0.0209,0.0176,0.04022,0.05935,0.01533
2026-04-28,LINE-B,S6,5040,99.92,0.9474,3.76,0.00153,0.00639,0.02121,0.01569,0.04003,0.0204,0.01585
2026-04-28,LINE-C,S7,5040,99.88,0.9498,3.84,0.00166,0.00619,0.02058,0.01766,0.04122,0.02116,0.01594
2026-04-28,LINE-C,S8,5040,99.77,0.9393,3.82,0.00216,0.01309,0.02113,0.01517,0.15709,0.0212,0.01557
2026-04-28,LINE-C,S9,5040,90.42,0.8965,2.72,0.00179,0.00627,0.02038,0.01604,0.04219,0.02175,0.01574
2026-04-29,LINE-A,S1,5220,99.88,0.9393,3.79,0.00305,0.00617,0.02032,0.0157,0.04121,0.0215,0.01559
2026-04-29,LINE-A,S2,5220,100.25,0.9443,3.81,0.00204,0.01478,0.04558,0.02614,0.04054,0.02148,0.0151
2026-04-29,LINE-A,S3,5220,100.34,0.9422,3.79,0.00223,0.00619,0.02018,0.01645,0.04105,0.02098,0.01577
2026-04-29,LINE-B,S4,5220,100.05,0.9469,3.74,0.00211,0.00641,0.02044,0.01555,0.0405,0.02053,0.01501
2026-04-29,LINE-B,S5,5220,99.73,0.9342,3.82,0.0023,0.00625,0.02108,0.01545,0.04081,0.05998,0.01501
2026-04-29,LINE-B,S6,5220,100.92,0.9477,3.75,0.003,0.00627,0.02069,0.01646,0.04119,0.02049,0.0151
2026-04-29,LINE-C,S7,5220,100.28,0.9409,3.84,0.00203,0.00605,0.02077,0.01587,0.04088,0.02066,0.01594
2026-04-29,LINE-C,S8,5220,99.72,0.9375,3.82,0.00239,0.01316,0.021,0.01705,0.16109,0.02082,0.01642
2026-04-29,LINE-C,S9,5220,89.85,0.8852,2.66,0.00225,0.00624,0.02214,0.01663,0.04151,0.02051,0.01638
2026-04-30,LINE-A,S1,5400,99.66,0.9357,3.74,0.00205,0.00667,0.02093,0.01581,0.041,0.0204,0.01528
2026-04-30,LINE-A,S2,5400,100.45,0.943,3.83,0.002,0.01497,0.04705,0.02583,0.04048,0.02033,0.01574
2026-04-30,LINE-A,S3,5400,99.67,0.9352,3.83,0.00203,0.00626,0.02057,0.01584,0.04169,0.02102,0.01548
2026-04-30,LINE-B,S4,5400,99.8,0.9402,3.83,0.00201,0.00636,0.02038,0.01573,0.04227,0.02,0.01701
2026-04-30,LINE-B,S5,5400,100.18,0.9478,3.85,0.00273,0.00631,0.02064,0.01608,0.04027,0.06196,0.01558
2026-04-30,LINE-B,S6,5400,100.45,0.9432,3.81,0.00146,0.00609,0.02052,0.0163,0.04141,0.02106,0.01568
2026-04-30,LINE-C,S7,5400,98.63,0.9329,3.84,0.00184,0.00623,0.02115,0.0169,0.04003,0.02029,0.01512
2026-04-30,LINE-C,S8,5400,100.11,0.9464,3.81,0.00229,0.01353,0.02082,0.01613,0.16656,0.02252,0.01692
2026-04-30,LINE-C,S9,5400,90.2,0.8907,2.6,0.00149,0.00601,0.02021,0.0161,0.04003,0.0216,0.01627
2026-05-01,LINE-A,S1,5580,100.51,0.9398,3.8,0.00177,0.00604,0.02022,0.01618,0.04015,0.02061,0.01707
2026-05-01,LINE-A,S2,5580,99.96,0.9462,3.79,0.0021,0.01534,0.04995,0.02526,0.0419,0.02022,0.01625
2026-05-01,LINE-A,S3,5580,101.2,0.9381,3.78,0.00152,0.0067,0.02057,0.0155,0.0415,0.02069,0.01677
2026-05-01,LINE-B,S4,5580,99.23,0.9389,3.79,0.00121,0.00632,0.02019,0.01611,0.04283,0.02035,0.01538
2026-05-01,LINE-B,S5,5580,100.06,0.9439,3.78,0.00175,0.00632,0.02027,0.01807,0.04147,0.06347,0.01536
2026-05-01,LINE-B,S6,5580,99.91,0.8219,1.73,0.00146,0.00625,0.02019,0.01515,0.04069,0.02123,0.01532
2026-05-01,LINE-C,S7,5580,100.07,0.9396,3.77,0.00197,0.00638,0.02008,0.01633,0.04059,0.0202,0.01534
2026-05-01,LINE-C,S8,5580,100.24,0.9421,3.83,0.00257,0.01377,0.02065,0.01636,0.17019,0.02045,0.01602
2026-05-01,LINE-C,S9,5580,88.39,0.8926,2.64,0.00208,0.00674,0.02012,0.01544,0.04,0.02026,0.01539
2026-05-02,LINE-A,S1,5760,100.1,0.9337,3.82,0.00251,0.00626,0.02001,0.01759,0.04151,0.02105,0.01542
2026-05-02,LINE-A,S2,5760,99.45,0.9409,3.78,0.00181,0.01566,0.05136,0.02668,0.04018,0.02097,0.01611
2026-05-02,LINE-A,S3,5760,100.91,0.9355,3.84,0.00174,0.0066,0.02041,0.01652,0.04063,0.02078,0.01595
2026-05-02,LINE-B,S4,5760,99.96,0.9402,3.82,0.00205,0.00639,0.02057,0.01535,0.04146,0.02162,0.0157
2026-05-02,LINE-B,S5,5760,100.14,0.943,3.78,0.00194,0.00625,0.02087,0.0155,0.04022,0.06438,0.01549
2026-05-02,LINE-B,S6,5760,100.28,0.8251,1.67,0.00171,0.00611,0.02047,0.016,0.04006,0.02062,0.01547
2026-05-02,LINE-C,S7,5760,100.53,0.9421,3.86,0.00192,0.00691,0.02016,0.01538,0.04048,0.02037,0.01575
2026-05-02,LINE-C,S8,5760,99.94,0.9471,3.81,0.00211,0.01432,0.02029,0.0152,0.1743,0.02078,0.0174
2026-05-02,LINE-C,S9,5760,88.97,0.8902,2.5,0.00222,0.0062,0.02045,0.01551,0.04105,0.02062,0.01583
2026-05-03,LINE-A,S1,5940,100.49,0.9402,3.82,0.0013,0.00626,0.02012,0.01594,0.04046,0.02099,0.01635
2026-05-03,LINE-A,S2,5940,99.64,0.9423,3.82,0.00145,0.01579,0.05348,0.02602,0.04163,0.02142,0.01574
2026-05-03,LINE-A,S3,5940,100.53,0.9348,3.79,0.00241,0.00613,0.0204,0.01675,0.04037,0.0211,0.01539
2026-05-03,LINE-B,S4,5940,99.83,0.9419,3.81,0.00241,0.00616,0.02003,0.01509,0.04084,0.02103,0.01592
2026-05-03,LINE-B,S5,5940,100.23,0.9347,3.84,0.00289,0.0063,0.021,0.01513,0.04199,0.06615,0.01523
2026-05-03,LINE-B,S6,5940,99.54,0.9397,3.82,0.00142,0.00613,0.02106,0.01661,0.04104,0.02048,0.01549
2026-05-03,LINE-C,S7,5940,100.55,0.943,3.83,0.00154,0.00633,0.0206,0.01539,0.04031,0.02049,0.0153
2026-05-03,LINE-C,S8,5940,99.58,0.9346,3.83,0.00207,0.01463,0.02003,0.01711,0.17908,0.02037,0.01531
2026-05-03,LINE-C,S9,5940,87.66,0.8901,2.49,0.00156,0.0061,0.02113,0.01574,0.04047,0.02275,0.01504
2026-05-04,LINE-A,S1,6120,99.84,0.9393,3.79,0.00123,0.00634,0.02067,0.01816,0.04092,0.0204,0.01657
2026-05-04,LINE-A,S2,6120,100.38,0.9378,3.84,0.0017,0.01615,0.05501,0.02702,0.04049,0.02103,0.0152
2026-05-04,LINE-A,S3,6120,99.71,0.9425,3.81,0.00198,0.00613,0.02011,0.01583,0.04247,0.02094,0.01588
2026-05-04,LINE-B,S4,6120,101.54,0.9421,3.81,0.00228,0.0063,0.02031,0.01576,0.04078,0.02017,0.01512
2026-05-04,LINE-B,S5,6120,100.54,0.9435,3.8,0.00173,0.00634,0.02054,0.01741,0.04038,0.06789,0.0157
2026-05-04,LINE-B,S6,6120,100.14,0.9423,3.8,0.00173,0.00608,0.02001,0.01505,0.04226,0.0204,0.01505
2026-05-04,LINE-C,S7,6120,99.86,0.939,3.81,0.00157,0.00649,0.02024,0.01615,0.04203,0.02078,0.01632
2026-05-04,LINE-C,S8,6120,99.88,0.941,3.81,0.00222,0.01458,0.02005,0.01563,0.18587,0.02081,0.01531
2026-05-04,LINE-C,S9,6120,87.85,0.8846,2.45,0.00198,0.00668,0.02015,0.01639,0.04058,0.02128,0.01503
2026-05-05,LINE-A,S1,6300,99.87,0.9339,3.76,0.00177,0.006,0.02043,0.01594,0.04034,0.02097,0.01525
2026-05-05,LINE-A,S2,6300,100.11,0.9413,3.86,0.00173,0.01669,0.05795,0.02772,0.0406,0.02155,0.01546
2026-05-05,LINE-A,S3,6300,99.48,0.9423,3.82,0.00164,0.00608,0.0213,0.01574,0.04048,0.02082,0.01564
2026-05-05,LINE-B,S4,6300,100.53,0.9339,3.76,0.00228,0.0065,0.02035,0.01506,0.04263,0.02202,0.01512
2026-05-05,LINE-B,S5,6300,99.82,0.9356,3.8,0.00205,0.00628,0.0201,0.01684,0.04001,0.06939,0.01596
2026-05-05,LINE-B,S6,6300,101.41,0.9415,3.81,0.00221,0.00656,0.02055,0.01741,0.04168,0.02034,0.0151
2026-05-05,LINE-C,S7,6300,99.36,0.9421,3.78,0.00204,0.00609,0.02135,0.01797,0.04006,0.02006,0.01534
2026-05-05,LINE-C,S8,6300,100.55,0.9387,3.79,0.00239,0.0149,0.02003,0.01737,0.1887,0.02194,0.01565
2026-05-05,LINE-C,S9,6300,86.37,0.8881,2.46,0.00231,0.00603,0.02099,0.01697,0.04166,0.02049,0.01686
2026-05-06,LINE-A,S1,6480,100.47,0.9338,3.79,0.00244,0.00617,0.02092,0.01592,0.04257,0.02022,0.01602
2026-05-06,LINE-A,S2,6480,100.01,0.938,3.83,0.00239,0.01675,0.05972,0.0283,0.04088,0.02027,0.01508
2026-05-06,LINE-A,S3,6480,99.86,0.941,3.84,0.00198,0.0063,0.02076,0.01535,0.04071,0.02024,0.01619
2026-05-06,LINE-B,S4,6480,100.32,0.9352,3.8,0.00266,0.00605,0.02031,0.01582,0.04124,0.02051,0.01625
2026-05-06,LINE-B,S5,6480,99.69,0.9443,3.81,0.00188,0.00613,0.02004,0.01502,0.04079,0.07014,0.01504
2026-05-06,LINE-B,S6,6480,99.21,0.9363,3.85,0.00215,0.0064,0.02108,0.01517,0.04187,0.02019,0.01618
2026-05-06,LINE-C,S7,6480,100.18,0.9419,3.76,0.00238,0.0061,0.0206,0.01622,0.04021,0.02035,0.01514
2026-05-06,LINE-C,S8,6480,100.2,0.9389,3.78,0.00264,0.01518,0.02053,0.01585,0.19332,0.02118,0.01593
2026-05-06,LINE-C,S9,6480,87.31,0.8759,2.43,0.00223,0.00625,0.0205,0.01517,0.04151,0.02017,0.01624
2026-05-07,LINE-A,S1,6660,100.25,0.9434,3.82,0.00231,0.00611,0.02005,0.01591,0.04228,0.02034,0.01517
2026-05-07,LINE-A,S2,6660,100.28,0.9346,3.82,0.00282,0.01722,0.06144,0.02728,0.04244,0.02102,0.01518
2026-05-07,LINE-A,S3,6660,100.67,0.9472,3.81,0.00185,0.00675,0.0203,0.01586,0.04213,0.0214,0.01587
2026-05-07,LINE-B,S4,6660,101.21,0.9344,3.84,0.00203,0.00624,0.02115,0.0172,0.04094,0.02004,0.01558
2026-05-07,LINE-B,S5,6660,99.62,0.9377,3.79,0.00126,0.00626,0.02083,0.01605,0.04042,0.07188,0.0153
2026-05-07,LINE-B,S6,6660,99.56,0.9442,3.8,0.00281,0.00601,0.02065,0.01684,0.04076,0.02073,0.01607
2026-05-07,LINE-C,S7,6660,99.67,0.9395,3.79,0.00148,0.00608,0.02094,0.01536,0.04162,0.02156,0.0165
2026-05-07,LINE-C,S8,6660,99.95,0.9374,3.79,0.00141,0.01537,0.02028,0.01705,0.19662,0.02143,0.01523
2026-05-07,LINE-C,S9,6660,85.79,0.879,2.33,0.00277,0.00627,0.02,0.01502,0.04048,0.02043,0.01528
2026-05-08,LINE-A,S1,6840,99.45,0.9331,3.8,0.0022,0.00616,0.0204,0.0179,0.04163,0.02197,0.01594
2026-05-08,LINE-A,S2,6840,100.31,0.9373,3.8,0.00175,0.01742,0.06515,0.02957,0.04126,0.02027,0.01609
2026-05-08,LINE-A,S3,6840,100.36,0.9397,3.74,0.00147,0.00638,0.02055,0.01605,0.0402,0.02106,0.0161
2026-05-08,LINE-B,S4,6840,99.97,0.9364,3.78,0.00169,0.00616,0.02016,0.01527,0.04072,0.02014,0.01525
2026-05-08,LINE-B,S5,6840,100.24,0.9427,3.8,0.00203,0.00623,0.0206,0.01615,0.04053,0.07272,0.01525
2026-05-08,LINE-B,S6,6840,100.35,0.9437,3.83,0.00196,0.00642,0.02016,0.01595,0.04034,0.02025,0.01566
2026-05-08,LINE-C,S7,6840,100.35,0.9514,3.79,0.00203,0.00613,0.02034,0.01732,0.04081,0.02047,0.01643
2026-05-08,LINE-C,S8,6840,99.62,0.9332,3.82,0.00312,0.01546,0.02117,0.01635,0.20067,0.0213,0.01525
2026-05-08,LINE-C,S9,6840,86.17,0.882,2.31,0.00192,0.00638,0.02028,0.01768,0.04053,0.02076,0.01527
2026-05-09,LINE-A,S1,7020,100.46,0.9418,3.83,0.0023,0.00613,0.02094,0.01563,0.04066,0.02109,0.01584
2026-05-09,LINE-A,S2,7020,99.55,0.9418,3.8,0.00125,0.01769,0.06565,0.03055,0.04162,0.02182,0.01609
2026-05-09,LINE-A,S3,7020,99.75,0.9381,3.85,0.00185,0.00622,0.02103,0.01526,0.04199,0.02106,0.01576
2026-05-09,LINE-B,S4,7020,99.98,0.9387,3.78,0.00191,0.00609,0.02069,0.01894,0.041,0.02016,0.01509
2026-05-09,LINE-B,S5,7020,100.2,0.9411,3.79,0.00179,0.00607,0.0208,0.0161,0.04008,0.0744,0.0164
2026-05-09,LINE-B,S6,7020,100.48,0.9449,3.8,0.00192,0.0061,0.02018,0.01628,0.04028,0.02024,0.01601
2026-05-09,LINE-C,S7,7020,99.52,0.9486,3.79,0.00169,0.00643,0.0202,0.01587,0.04017,0.02032,0.01515
2026-05-09,LINE-C,S8,7020,99.31,0.9396,3.81,0.00274,0.01588,0.02163,0.01514,0.20495,0.02087,0.01573
2026-05-09,LINE-C,S9,7020,86.65,0.8687,2.22,0.00125,0.00634,0.02001,0.01561,0.04047,0.02121,0.01564
2026-05-10,LINE-A,S1,7200,99.45,0.9417,3.85,0.00213,0.00617,0.02001,0.01654,0.04059,0.02121,0.01615
2026-05-10,LINE-A,S2,7200,100.2,0.9355,3.81,0.00148,0.01792,0.06868,0.02884,0.04039,0.02124,0.01568
2026-05-10,LINE-A,S3,7200,99.87,0.9371,3.76,0.00143,0.0067,0.02074,0.01594,0.04192,0.02137,0.01661
2026-05-10,LINE-B,S4,7200,99.68,0.9413,3.82,0.00227,0.00646,0.02016,0.01743,0.04294,0.02159,0.01594
2026-05-10,LINE-B,S5,7200,99.48,0.934,3.84,0.00297,0.00614,0.02092,0.01836,0.04029,0.07575,0.01559
2026-05-10,LINE-B,S6,7200,100.2,0.9413,3.79,0.00156,0.0062,0.02001,0.01633,0.04095,0.02142,0.01629
2026-05-10,LINE-C,S7,7200,99.62,0.9358,3.82,0.00214,0.00633,0.02028,0.01531,0.04144,0.02047,0.01506
2026-05-10,LINE-C,S8,7200,100.74,0.9405,3.79,0.00166,0.01613,0.02087,0.01508,0.20861,0.02197,0.01505
2026-05-10,LINE-C,S9,7200,85.72,0.8721,2.25,0.00201,0.0066,0.02053,0.01647,0.04075,0.02083,0.01618
2026-05-11,LINE-A,S1,7380,99.88,0.9368,3.77,0.00158,0.00619,0.02072,0.01735,0.04026,0.02023,0.01653
2026-05-11,LINE-A,S2,7380,99.67,0.9412,3.81,0.0019,0.01845,0.07086,0.03025,0.04031,0.02036,0.01623
2026-05-11,LINE-A,S3,7380,100.22,0.9448,3.77,0.00211,0.00631,0.02021,0.01604,0.04072,0.02068,0.01591
2026-05-11,LINE-B,S4,7380,99.88,0.9374,3.76,0.0021,0.00627,0.02019,0.01836,0.04172,0.02031,0.01529
2026-05-11,LINE-B,S5,7380,100.23,0.9366,3.83,0.00214,0.00608,0.02048,0.01758,0.04021,0.07792,0.01636
2026-05-11,LINE-B,S6,7380,99.84,0.94,3.81,0.00214,0.00641,0.02108,0.01633,0.04116,0.02064,0.01557
2026-05-11,LINE-C,S7,7380,99.92,0.9408,3.76,0.00182,0.00618,0.02042,0.01609,0.04019,0.0222,0.01502
2026-05-11,LINE-C,S8,7380,99.65,0.9393,3.8,0.00194,0.01619,0.02101,0.01644,0.21309,0.02017,0.01551
2026-05-11,LINE-C,S9,7380,85.62,0.8696,2.18,0.00178,0.00617,0.02026,0.0163,0.04086,0.02059,0.01509
2026-05-12,LINE-A,S1,7560,99.69,0.9407,3.81,0.00167,0.00602,0.02007,0.01832,0.04026,0.02016,0.01514
2026-05-12,LINE-A,S2,7560,100.71,0.9351,3.78,0.00096,0.01862,0.07363,0.02893,0.04133,0.02086,0.01507
2026-05-12,LINE-A,S3,7560,99.59,0.9331,3.79,0.0023,0.00668,0.02004,0.01615,0.04142,0.02055,0.01659
2026-05-12,LINE-B,S4,7560,100.28,0.9433,3.81,0.00191,0.00617,0.02012,0.01617,0.04222,0.02035,0.0157
2026-05-12,LINE-B,S5,7560,98.79,0.9451,3.84,0.00201,0.00617,0.02039,0.01596,0.04066,0.0795,0.01555
2026-05-12,LINE-B,S6,7560,100.49,0.9372,3.78,0.00174,0.00622,0.0207,0.01554,0.0409,0.02009,0.01591
2026-05-12,LINE-C,S7,7560,99.85,0.9391,3.77,0.00241,0.00623,0.02024,0.01511,0.04126,0.02061,0.01624
2026-05-12,LINE-C,S8,7560,100.1,0.936,3.81,0.00194,0.01646,0.0202,0.01557,0.2196,0.02184,0.01508
2026-05-12,LINE-C,S9,7560,84.05,0.8652,2.15,0.00215,0.00625,0.02048,0.01584,0.04043,0.02134,0.01595
2026-05-13,LINE-A,S1,7740,100.27,0.9346,3.79,0.00212,0.00634,0.02072,0.01514,0.0406,0.02106,0.01555
2026-05-13,LINE-A,S2,7740,100.04,0.937,3.77,0.0018,0.01924,0.07711,0.02928,0.04094,0.0212,0.01507
2026-05-13,LINE-A,S3,7740,100.19,0.9416,3.79,0.00171,0.00664,0.0207,0.01623,0.04069,0.021,0.01615
2026-05-13,LINE-B,S4,7740,99.58,0.9411,3.75,0.00118,0.0061,0.02057,0.01798,0.04065,0.02212,0.01625
2026-05-13,LINE-B,S5,7740,99.87,0.94,3.83,0.00245,0.0061,0.02002,0.01545,0.04066,0.08118,0.01511
2026-05-13,LINE-B,S6,7740,100.6,0.9419,3.85,0.00185,0.00649,0.02038,0.01991,0.04143,0.02069,0.01538
2026-05-13,LINE-C,S7,7740,100.2,0.9478,3.78,0.00236,0.00635,0.02049,0.01644,0.04169,0.02123,0.01554
2026-05-13,LINE-C,S8,7740,100.1,0.9409,3.8,0.00226,0.01683,0.02059,0.01657,0.22178,0.02022,0.01502
2026-05-13,LINE-C,S9,7740,84.15,0.87,2.14,0.00183,0.00614,0.02129,0.01619,0.04118,0.02174,0.01601
2026-05-14,LINE-A,S1,7920,100.56,0.9381,3.83,0.00173,0.00614,0.02056,0.01551,0.04139,0.02018,0.01614
2026-05-14,LINE-A,S2,7920,99.46,0.9416,3.86,0.00216,0.01988,0.07863,0.03027,0.04045,0.02096,0.01627
2026-05-14,LINE-A,S3,7920,99.79,0.9468,3.78,0.00173,0.00604,0.02029,0.01566,0.04189,0.02087,0.01615
2026-05-14,LINE-B,S4,7920,100.04,0.9418,3.79,0.00174,0.0065,0.02013,0.01567,0.04132,0.02072,0.01554
2026-05-14,LINE-B,S5,7920,100.01,0.94,3.81,0.00284,0.0061,0.02166,0.01549,0.04005,0.08125,0.01522
2026-05-14,LINE-B,S6,7920,99.97,0.9425,3.78,0.00162,0.00691,0.0205,0.01515,0.04179,0.02012,0.01584
2026-05-14,LINE-C,S7,7920,99.78,0.9442,3.81,0.00223,0.00653,0.02129,0.01679,0.04183,0.02102,0.01552
2026-05-14,LINE-C,S8,7920,99.57,0.9406,3.79,0.00201,0.0172,0.02143,0.01668,0.22628,0.02048,0.0155
2026-05-14,LINE-C,S9,7920,83.74,0.8749,2.04,0.00192,0.00634,0.02006,0.0172,0.04123,0.02075,0.01576
2026-05-15,LINE-A,S1,8100,100.18,0.9414,3.79,0.00176,0.00666,0.02068,0.01567,0.04021,0.02014,0.01566
2026-05-15,LINE-A,S2,8100,99.22,0.9376,3.77,0.00271,0.02001,0.08096,0.03063,0.04016,0.02047,0.01619
2026-05-15,LINE-A,S3,8100,99.65,0.9429,3.79,0.00189,0.00618,0.02114,0.0174,0.04022,0.02128,0.01597
2026-05-15,LINE-B,S4,8100,99.54,0.9354,3.81,0.00203,0.00614,0.02071,0.0169,0.04006,0.02047,0.01562
2026-05-15,LINE-B,S5,8100,100.77,0.9397,3.84,0.00179,0.00607,0.02004,0.01755,0.04171,0.0834,0.01567
2026-05-15,LINE-B,S6,8100,99.92,0.9365,3.84,0.00212,0.00611,0.02095,0.01673,0.04092,0.02142,0.01563
2026-05-15,LINE-C,S7,8100,99.5,0.9429,3.81,0.00144,0.00606,0.02105,0.01508,0.04199,0.02053,0.01534
2026-05-15,LINE-C,S8,8100,100.95,0.9434,3.79,0.00233,0.01751,0.02067,0.0155,0.23029,0.02004,0.01592
2026-05-15,LINE-C,S9,8100,83.46,0.8631,1.99,0.002,0.00623,0.02017,0.01702,0.04049,0.02059,0.01722
2026-05-16,LINE-A,S1,8280,100.11,0.9415,3.8,0.00243,0.00619,0.02069,0.01581,0.04001,0.02031,0.01718
2026-05-16,LINE-A,S2,8280,99.59,0.9412,3.78,0.00271,0.01985,0.08362,0.03032,0.04031,0.02052,0.01568
2026-05-16,LINE-A,S3,8280,100.22,0.9409,3.8,0.00174,0.00651,0.02074,0.01564,0.04038,0.02176,0.01581
2026-05-16,LINE-B,S4,8280,99.63,0.9361,3.81,0.00145,0.00614,0.02151,0.01536,0.0406,0.02149,0.01598
2026-05-16,LINE-B,S5,8280,99.35,0.9432,3.78,0.00264,0.00622,0.02071,0.01638,0.04073,0.08534,0.01515
2026-05-16,LINE-B,S6,8280,99.63,0.9404,3.83,0.00232,0.00605,0.0202,0.01761,0.04127,0.02032,0.01512
2026-05-16,LINE-C,S7,8280,100.04,0.9442,3.76,0.00191,0.00606,0.02049,0.01715,0.04109,0.02029,0.01661
2026-05-16,LINE-C,S8,8280,99.25,0.94,3.81,0.00163,0.01761,0.02077,0.01604,0.23565,0.02027,0.01667
