shift_id,work_center,shift_code,shift_start_ts,shift_end_ts,wo_no,units_started,units_completed,downtime_min,operator_badge
2026-04-09-C,WC-01,C,2026-04-09 22:00:00,2026-04-10 06:00:00,100002,53,52,1,OP-1031
2026-04-09-C,WC-02,C,2026-04-09 22:00:00,2026-04-10 06:00:00,100002,58,57,45,OP-1019
2026-04-09-C,WC-03,C,2026-04-09 22:00:00,2026-04-10 06:00:00,100002,65,63,12,OP-1010
2026-04-09-C,WC-04,C,2026-04-09 22:00:00,2026-04-10 06:00:00,100011,60,6,37,OP-1034
2026-04-09-C,WC-05,C,2026-04-09 22:00:00,2026-04-10 06:00:00,100011,64,62,28,OP-1029
2026-04-09-C,WC-06,C,2026-04-09 22:00:00,2026-04-10 06:00:00,100011,56,55,32,OP-1028
2026-04-09-C,WC-07,C,2026-04-09 22:00:00,2026-04-10 06:00:00,100020,64,63,33,OP-1003
2026-04-09-C,WC-08,C,2026-04-09 22:00:00,2026-04-10 06:00:00,100020,49,49,25,OP-1038
2026-04-09-C,WC-09,C,2026-04-09 22:00:00,2026-04-10 06:00:00,100020,63,62,14,OP-1023
2026-04-10-A,WC-01,A,2026-04-10 06:00:00,2026-04-10 14:00:00,100002,57,58,1,OP-1009
2026-04-10-A,WC-02,A,2026-04-10 06:00:00,2026-04-10 14:00:00,100002,47,46,25,OP-1035
2026-04-10-A,WC-03,A,2026-04-10 06:00:00,2026-04-10 14:00:00,100002,67,66,6,OP-1029
2026-04-10-A,WC-04,A,2026-04-10 06:00:00,2026-04-10 14:00:00,100011,69,66,5,OP-1020
2026-04-10-A,WC-05,A,2026-04-10 06:00:00,2026-04-10 14:00:00,100011,55,55,41,OP-1014
2026-04-10-A,WC-06,A,2026-04-10 06:00:00,2026-04-10 14:00:00,100011,58,58,29,OP-1010
2026-04-10-A,WC-07,A,2026-04-10 06:00:00,2026-04-10 14:00:00,100020,61,61,23,OP-1023
2026-04-10-A,WC-08,A,2026-04-10 06:00:00,2026-04-10 14:00:00,100020,67,66,12,OP-1025
2026-04-10-A,WC-09,A,2026-04-10 06:00:00,2026-04-10 14:00:00,100020,71,70,34,OP-1009
2026-04-10-B,WC-01,B,2026-04-10 14:00:00,2026-04-10 22:00:00,100002,59,58,6,OP-1025
2026-04-10-B,WC-02,B,2026-04-10 14:00:00,2026-04-10 22:00:00,100002,47,46,17,OP-1039
2026-04-10-B,WC-03,B,2026-04-10 14:00:00,2026-04-10 22:00:00,100002,54,51,29,OP-1029
2026-04-10-B,WC-04,B,2026-04-10 14:00:00,2026-04-10 22:00:00,100011,55,55,15,OP-1019
2026-04-10-B,WC-05,B,2026-04-10 14:00:00,2026-04-10 22:00:00,100011,65,64,19,OP-1011
2026-04-10-B,WC-06,B,2026-04-10 14:00:00,2026-04-10 22:00:00,100011,64,56,23,OP-1005
2026-04-10-B,WC-07,B,2026-04-10 14:00:00,2026-04-10 22:00:00,100020,51,50,27,OP-1003
2026-04-10-B,WC-08,B,2026-04-10 14:00:00,2026-04-10 22:00:00,100020,60,57,35,OP-1027
2026-04-10-B,WC-09,B,2026-04-10 14:00:00,2026-04-10 22:00:00,100020,57,56,4,OP-1017
2026-04-10-C,WC-01,C,2026-04-10 22:00:00,2026-04-11 06:00:00,100002,70,69,3,OP-1028
2026-04-10-C,WC-02,C,2026-04-10 22:00:00,2026-04-11 06:00:00,100002,63,61,44,OP-1022
2026-04-10-C,WC-03,C,2026-04-10 22:00:00,2026-04-11 06:00:00,100002,65,64,36,OP-1038
2026-04-10-C,WC-04,C,2026-04-10 22:00:00,2026-04-11 06:00:00,100011,61,59,32,OP-1024
2026-04-10-C,WC-05,C,2026-04-10 22:00:00,2026-04-11 06:00:00,100011,65,64,30,OP-1025
2026-04-10-C,WC-06,C,2026-04-10 22:00:00,2026-04-11 06:00:00,100011,73,72,33,OP-1018
2026-04-10-C,WC-07,C,2026-04-10 22:00:00,2026-04-11 06:00:00,100020,64,64,7,OP-1009
2026-04-10-C,WC-08,C,2026-04-10 22:00:00,2026-04-11 06:00:00,100020,61,58,5,OP-1029
2026-04-10-C,WC-09,C,2026-04-10 22:00:00,2026-04-11 06:00:00,100020,71,70,12,OP-1010
2026-04-11-A,WC-01,A,2026-04-11 06:00:00,2026-04-11 14:00:00,100002,59,58,25,OP-1014
2026-04-11-A,WC-02,A,2026-04-11 06:00:00,2026-04-11 14:00:00,100002,66,66,36,OP-1015
2026-04-11-A,WC-03,A,2026-04-11 06:00:00,2026-04-11 14:00:00,100002,49,50,27,OP-1030
2026-04-11-A,WC-04,A,2026-04-11 06:00:00,2026-04-11 14:00:00,100011,51,50,32,OP-1030
2026-04-11-A,WC-05,A,2026-04-11 06:00:00,2026-04-11 14:00:00,100011,60,59,19,OP-1017
2026-04-11-A,WC-06,A,2026-04-11 06:00:00,2026-04-11 14:00:00,100011,58,57,8,OP-1032
2026-04-11-A,WC-07,A,2026-04-11 06:00:00,2026-04-11 14:00:00,100020,53,51,32,OP-1002
2026-04-11-A,WC-08,A,2026-04-11 06:00:00,2026-04-11 14:00:00,100020,63,63,21,OP-1007
2026-04-11-A,WC-09,A,2026-04-11 06:00:00,2026-04-11 14:00:00,100020,61,59,30,OP-1022
2026-04-11-B,WC-01,B,2026-04-11 14:00:00,2026-04-11 22:00:00,100002,60,60,22,OP-1034
2026-04-11-B,WC-02,B,2026-04-11 14:00:00,2026-04-11 22:00:00,100002,62,62,11,OP-1013
2026-04-11-B,WC-03,B,2026-04-11 14:00:00,2026-04-11 22:00:00,100002,66,64,3,OP-1027
2026-04-11-B,WC-04,B,2026-04-11 14:00:00,2026-04-11 22:00:00,100011,69,68,25,OP-1012
2026-04-11-B,WC-05,B,2026-04-11 14:00:00,2026-04-11 22:00:00,100011,51,49,2,OP-1015
2026-04-11-B,WC-06,B,2026-04-11 14:00:00,2026-04-11 22:00:00,100011,64,62,18,OP-1011
2026-04-11-B,WC-07,B,2026-04-11 14:00:00,2026-04-11 22:00:00,100020,54,53,40,OP-1014
2026-04-11-B,WC-08,B,2026-04-11 14:00:00,2026-04-11 22:00:00,100020,57,55,8,OP-1016
2026-04-11-B,WC-09,B,2026-04-11 14:00:00,2026-04-11 22:00:00,100020,62,60,31,OP-1024
2026-04-11-C,WC-01,C,2026-04-11 22:00:00,2026-04-12 06:00:00,100002,62,60,32,OP-1028
2026-04-11-C,WC-02,C,2026-04-11 22:00:00,2026-04-12 06:00:00,100002,63,60,13,OP-1029
2026-04-11-C,WC-03,C,2026-04-11 22:00:00,2026-04-12 06:00:00,100002,65,63,30,OP-1008
2026-04-11-C,WC-04,C,2026-04-11 22:00:00,2026-04-12 06:00:00,100011,58,57,43,OP-1026
2026-04-11-C,WC-05,C,2026-04-11 22:00:00,2026-04-12 06:00:00,100011,53,52,37,OP-1021
2026-04-11-C,WC-06,C,2026-04-11 22:00:00,2026-04-12 06:00:00,100011,62,16,15,OP-1007
2026-04-11-C,WC-07,C,2026-04-11 22:00:00,2026-04-12 06:00:00,100020,53,52,0,OP-1035
2026-04-11-C,WC-08,C,2026-04-11 22:00:00,2026-04-12 06:00:00,100020,47,45,4,OP-1024
2026-04-11-C,WC-09,C,2026-04-11 22:00:00,2026-04-12 06:00:00,100020,54,52,38,OP-1031
2026-04-12-A,WC-01,A,2026-04-12 06:00:00,2026-04-12 14:00:00,100002,60,61,44,OP-1037
2026-04-12-A,WC-02,A,2026-04-12 06:00:00,2026-04-12 14:00:00,100002,61,60,18,OP-1036
2026-04-12-A,WC-03,A,2026-04-12 06:00:00,2026-04-12 14:00:00,100002,72,70,17,OP-1014
2026-04-12-A,WC-04,A,2026-04-12 06:00:00,2026-04-12 14:00:00,100011,63,64,32,OP-1015
2026-04-12-A,WC-05,A,2026-04-12 06:00:00,2026-04-12 14:00:00,100011,67,67,39,OP-1009
2026-04-12-A,WC-06,A,2026-04-12 06:00:00,2026-04-12 14:00:00,100011,62,61,12,OP-1038
2026-04-12-A,WC-07,A,2026-04-12 06:00:00,2026-04-12 14:00:00,100020,61,59,33,OP-1029
2026-04-12-A,WC-08,A,2026-04-12 06:00:00,2026-04-12 14:00:00,100020,76,77,44,OP-1008
2026-04-12-A,WC-09,A,2026-04-12 06:00:00,2026-04-12 14:00:00,100020,62,63,27,OP-1002
2026-04-12-B,WC-01,B,2026-04-12 14:00:00,2026-04-12 22:00:00,100002,74,74,7,OP-1009
2026-04-12-B,WC-02,B,2026-04-12 14:00:00,2026-04-12 22:00:00,100002,67,67,35,OP-1027
2026-04-12-B,WC-03,B,2026-04-12 14:00:00,2026-04-12 22:00:00,100002,64,64,41,OP-1030
2026-04-12-B,WC-04,B,2026-04-12 14:00:00,2026-04-12 22:00:00,100011,63,63,33,OP-1008
2026-04-12-B,WC-05,B,2026-04-12 14:00:00,2026-04-12 22:00:00,100011,71,70,16,OP-1032
2026-04-12-B,WC-06,B,2026-04-12 14:00:00,2026-04-12 22:00:00,100011,83,82,6,OP-1038
2026-04-12-B,WC-07,B,2026-04-12 14:00:00,2026-04-12 22:00:00,100020,50,49,42,OP-1011
2026-04-12-B,WC-08,B,2026-04-12 14:00:00,2026-04-12 22:00:00,100020,52,52,9,OP-1021
2026-04-12-B,WC-09,B,2026-04-12 14:00:00,2026-04-12 22:00:00,100020,75,74,39,OP-1035
2026-04-12-C,WC-01,C,2026-04-12 22:00:00,2026-04-13 06:00:00,100002,54,54,31,OP-1028
2026-04-12-C,WC-02,C,2026-04-12 22:00:00,2026-04-13 06:00:00,100002,62,61,8,OP-1033
2026-04-12-C,WC-03,C,2026-04-12 22:00:00,2026-04-13 06:00:00,100002,77,78,23,OP-1009
2026-04-12-C,WC-04,C,2026-04-12 22:00:00,2026-04-13 06:00:00,100011,72,71,24,OP-1013
2026-04-12-C,WC-05,C,2026-04-12 22:00:00,2026-04-13 06:00:00,100011,53,54,25,OP-1019
2026-04-12-C,WC-06,C,2026-04-12 22:00:00,2026-04-13 06:00:00,100011,55,55,4,OP-1023
2026-04-12-C,WC-07,C,2026-04-12 22:00:00,2026-04-13 06:00:00,100020,48,49,43,OP-1005
2026-04-12-C,WC-08,C,2026-04-12 22:00:00,2026-04-13 06:00:00,100020,59,58,9,OP-1030
2026-04-12-C,WC-09,C,2026-04-12 22:00:00,2026-04-13 06:00:00,100020,52,53,36,OP-1024
2026-04-13-A,WC-01,A,2026-04-13 06:00:00,2026-04-13 14:00:00,100002,62,60,9,OP-1029
2026-04-13-A,WC-02,A,2026-04-13 06:00:00,2026-04-13 14:00:00,100002,61,59,42,OP-1025
2026-04-13-A,WC-03,A,2026-04-13 06:00:00,2026-04-13 14:00:00,100002,63,62,22,OP-1000
2026-04-13-A,WC-04,A,2026-04-13 06:00:00,2026-04-13 14:00:00,100011,61,61,39,OP-1008
2026-04-13-A,WC-05,A,2026-04-13 06:00:00,2026-04-13 14:00:00,100011,66,64,24,OP-1018
2026-04-13-A,WC-06,A,2026-04-13 06:00:00,2026-04-13 14:00:00,100011,70,67,5,OP-1007
2026-04-13-A,WC-07,A,2026-04-13 06:00:00,2026-04-13 14:00:00,100020,52,53,35,OP-1023
2026-04-13-A,WC-08,A,2026-04-13 06:00:00,2026-04-13 14:00:00,100020,65,63,34,OP-1010
2026-04-13-A,WC-09,A,2026-04-13 06:00:00,2026-04-13 14:00:00,100020,58,58,32,OP-1016
2026-04-13-B,WC-01,B,2026-04-13 14:00:00,2026-04-13 22:00:00,100002,39,39,22,OP-1013
2026-04-13-B,WC-02,B,2026-04-13 14:00:00,2026-04-13 22:00:00,100002,66,63,42,OP-1004
2026-04-13-B,WC-03,B,2026-04-13 14:00:00,2026-04-13 22:00:00,100002,73,72,37,OP-1035
2026-04-13-B,WC-04,B,2026-04-13 14:00:00,2026-04-13 22:00:00,100011,53,54,1,OP-1006
2026-04-13-B,WC-05,B,2026-04-13 14:00:00,2026-04-13 22:00:00,100011,43,40,18,OP-1014
2026-04-13-B,WC-06,B,2026-04-13 14:00:00,2026-04-13 22:00:00,100011,54,55,10,OP-1021
2026-04-13-B,WC-07,B,2026-04-13 14:00:00,2026-04-13 22:00:00,100020,52,50,14,OP-1037
2026-04-13-B,WC-08,B,2026-04-13 14:00:00,2026-04-13 22:00:00,100020,59,58,18,OP-1036
2026-04-13-B,WC-09,B,2026-04-13 14:00:00,2026-04-13 22:00:00,100020,55,52,17,OP-1019
2026-04-13-C,WC-01,C,2026-04-13 22:00:00,2026-04-14 06:00:00,100002,62,62,7,OP-1037
2026-04-13-C,WC-02,C,2026-04-13 22:00:00,2026-04-14 06:00:00,100002,63,63,17,OP-1010
2026-04-13-C,WC-03,C,2026-04-13 22:00:00,2026-04-14 06:00:00,100002,65,63,14,OP-1033
2026-04-13-C,WC-04,C,2026-04-13 22:00:00,2026-04-14 06:00:00,100011,55,53,39,OP-1005
2026-04-13-C,WC-05,C,2026-04-13 22:00:00,2026-04-14 06:00:00,100011,58,58,37,OP-1019
2026-04-13-C,WC-06,C,2026-04-13 22:00:00,2026-04-14 06:00:00,100011,69,70,12,OP-1027
2026-04-13-C,WC-07,C,2026-04-13 22:00:00,2026-04-14 06:00:00,100020,56,57,9,OP-1014
2026-04-13-C,WC-08,C,2026-04-13 22:00:00,2026-04-14 06:00:00,100020,52,51,43,OP-1021
2026-04-13-C,WC-09,C,2026-04-13 22:00:00,2026-04-14 06:00:00,100020,52,52,43,OP-1021
2026-04-14-A,WC-01,A,2026-04-14 06:00:00,2026-04-14 14:00:00,100002,52,52,0,OP-1010
2026-04-14-A,WC-02,A,2026-04-14 06:00:00,2026-04-14 14:00:00,100002,62,61,26,OP-1027
2026-04-14-A,WC-03,A,2026-04-14 06:00:00,2026-04-14 14:00:00,100002,58,58,9,OP-1025
2026-04-14-A,WC-04,A,2026-04-14 06:00:00,2026-04-14 14:00:00,100011,61,60,35,OP-1021
2026-04-14-A,WC-05,A,2026-04-14 06:00:00,2026-04-14 14:00:00,100011,67,64,33,OP-1012
2026-04-14-A,WC-06,A,2026-04-14 06:00:00,2026-04-14 14:00:00,100011,73,27,9,OP-1022
2026-04-14-A,WC-07,A,2026-04-14 06:00:00,2026-04-14 14:00:00,100020,46,47,9,OP-1010
2026-04-14-A,WC-08,A,2026-04-14 06:00:00,2026-04-14 14:00:00,100020,59,57,15,OP-1035
2026-04-14-A,WC-09,A,2026-04-14 06:00:00,2026-04-14 14:00:00,100020,66,65,43,OP-1020
2026-04-14-B,WC-01,B,2026-04-14 14:00:00,2026-04-14 22:00:00,100002,45,45,19,OP-1033
2026-04-14-B,WC-02,B,2026-04-14 14:00:00,2026-04-14 22:00:00,100002,53,51,41,OP-1035
2026-04-14-B,WC-03,B,2026-04-14 14:00:00,2026-04-14 22:00:00,100002,45,44,42,OP-1029
2026-04-14-B,WC-04,B,2026-04-14 14:00:00,2026-04-14 22:00:00,100011,74,75,19,OP-1026
2026-04-14-B,WC-05,B,2026-04-14 14:00:00,2026-04-14 22:00:00,100011,60,59,29,OP-1032
2026-04-14-B,WC-06,B,2026-04-14 14:00:00,2026-04-14 22:00:00,100011,60,60,25,OP-1005
2026-04-14-B,WC-07,B,2026-04-14 14:00:00,2026-04-14 22:00:00,100020,74,72,40,OP-1004
2026-04-14-B,WC-08,B,2026-04-14 14:00:00,2026-04-14 22:00:00,100020,53,52,27,OP-1023
2026-04-14-B,WC-09,B,2026-04-14 14:00:00,2026-04-14 22:00:00,100020,51,51,14,OP-1039
2026-04-14-C,WC-01,C,2026-04-14 22:00:00,2026-04-15 06:00:00,100002,78,77,3,OP-1024
2026-04-14-C,WC-02,C,2026-04-14 22:00:00,2026-04-15 06:00:00,100002,69,66,36,OP-1032
2026-04-14-C,WC-03,C,2026-04-14 22:00:00,2026-04-15 06:00:00,100002,61,58,43,OP-1014
2026-04-14-C,WC-04,C,2026-04-14 22:00:00,2026-04-15 06:00:00,100011,63,63,41,OP-1006
2026-04-14-C,WC-05,C,2026-04-14 22:00:00,2026-04-15 06:00:00,100011,51,49,24,OP-1008
2026-04-14-C,WC-06,C,2026-04-14 22:00:00,2026-04-15 06:00:00,100011,55,53,25,OP-1001
2026-04-14-C,WC-07,C,2026-04-14 22:00:00,2026-04-15 06:00:00,100020,62,61,7,OP-1026
2026-04-14-C,WC-08,C,2026-04-14 22:00:00,2026-04-15 06:00:00,100020,61,61,21,OP-1032
2026-04-14-C,WC-09,C,2026-04-14 22:00:00,2026-04-15 06:00:00,100020,56,56,20,OP-1031
2026-04-15-A,WC-01,A,2026-04-15 06:00:00,2026-04-15 14:00:00,100003,76,75,2,OP-1039
2026-04-15-A,WC-02,A,2026-04-15 06:00:00,2026-04-15 14:00:00,100003,70,71,33,OP-1017
2026-04-15-A,WC-03,A,2026-04-15 06:00:00,2026-04-15 14:00:00,100003,45,45,10,OP-1039
2026-04-15-A,WC-04,A,2026-04-15 06:00:00,2026-04-15 14:00:00,100012,44,44,15,OP-1022
2026-04-15-A,WC-05,A,2026-04-15 06:00:00,2026-04-15 14:00:00,100012,63,62,37,OP-1026
2026-04-15-A,WC-06,A,2026-04-15 06:00:00,2026-04-15 14:00:00,100012,61,60,12,OP-1011
2026-04-15-A,WC-07,A,2026-04-15 06:00:00,2026-04-15 14:00:00,100021,68,67,34,OP-1005
2026-04-15-A,WC-08,A,2026-04-15 06:00:00,2026-04-15 14:00:00,100021,60,58,1,OP-1025
2026-04-15-A,WC-09,A,2026-04-15 06:00:00,2026-04-15 14:00:00,100021,57,56,43,OP-1036
2026-04-15-B,WC-01,B,2026-04-15 14:00:00,2026-04-15 22:00:00,100003,58,58,8,OP-1024
2026-04-15-B,WC-02,B,2026-04-15 14:00:00,2026-04-15 22:00:00,100003,81,80,18,OP-1029
2026-04-15-B,WC-03,B,2026-04-15 14:00:00,2026-04-15 22:00:00,100003,55,52,3,OP-1003
2026-04-15-B,WC-04,B,2026-04-15 14:00:00,2026-04-15 22:00:00,100012,55,55,19,OP-1011
2026-04-15-B,WC-05,B,2026-04-15 14:00:00,2026-04-15 22:00:00,100012,59,58,43,OP-1036
2026-04-15-B,WC-06,B,2026-04-15 14:00:00,2026-04-15 22:00:00,100012,60,59,11,OP-1017
2026-04-15-B,WC-07,B,2026-04-15 14:00:00,2026-04-15 22:00:00,100021,64,64,22,OP-1019
2026-04-15-B,WC-08,B,2026-04-15 14:00:00,2026-04-15 22:00:00,100021,77,77,27,OP-1017
2026-04-15-B,WC-09,B,2026-04-15 14:00:00,2026-04-15 22:00:00,100021,72,70,2,OP-1017
2026-04-15-C,WC-01,C,2026-04-15 22:00:00,2026-04-16 06:00:00,100003,70,67,19,OP-1034
2026-04-15-C,WC-02,C,2026-04-15 22:00:00,2026-04-16 06:00:00,100003,55,53,14,OP-1034
2026-04-15-C,WC-03,C,2026-04-15 22:00:00,2026-04-16 06:00:00,100003,59,58,29,OP-1006
2026-04-15-C,WC-04,C,2026-04-15 22:00:00,2026-04-16 06:00:00,100012,60,60,30,OP-1011
2026-04-15-C,WC-05,C,2026-04-15 22:00:00,2026-04-16 06:00:00,100012,74,71,42,OP-1020
2026-04-15-C,WC-06,C,2026-04-15 22:00:00,2026-04-16 06:00:00,100012,65,64,1,OP-1031
2026-04-15-C,WC-07,C,2026-04-15 22:00:00,2026-04-16 06:00:00,100021,60,60,30,OP-1015
2026-04-15-C,WC-08,C,2026-04-15 22:00:00,2026-04-16 06:00:00,100021,62,62,1,OP-1033
2026-04-15-C,WC-09,C,2026-04-15 22:00:00,2026-04-16 06:00:00,100021,58,58,34,OP-1029
2026-04-16-A,WC-01,A,2026-04-16 06:00:00,2026-04-16 14:00:00,100003,57,57,16,OP-1035
2026-04-16-A,WC-02,A,2026-04-16 06:00:00,2026-04-16 14:00:00,100003,51,48,44,OP-1019
2026-04-16-A,WC-03,A,2026-04-16 06:00:00,2026-04-16 14:00:00,100003,64,64,2,OP-1003
2026-04-16-A,WC-04,A,2026-04-16 06:00:00,2026-04-16 14:00:00,100012,55,54,26,OP-1037
2026-04-16-A,WC-05,A,2026-04-16 06:00:00,2026-04-16 14:00:00,100012,77,77,3,OP-1008
2026-04-16-A,WC-06,A,2026-04-16 06:00:00,2026-04-16 14:00:00,100012,54,55,15,OP-1005
2026-04-16-A,WC-07,A,2026-04-16 06:00:00,2026-04-16 14:00:00,100021,47,45,4,OP-1039
2026-04-16-A,WC-08,A,2026-04-16 06:00:00,2026-04-16 14:00:00,100021,51,48,27,OP-1010
2026-04-16-A,WC-09,A,2026-04-16 06:00:00,2026-04-16 14:00:00,100021,62,61,39,OP-1013
2026-04-16-B,WC-01,B,2026-04-16 14:00:00,2026-04-16 22:00:00,100003,61,61,6,OP-1038
2026-04-16-B,WC-02,B,2026-04-16 14:00:00,2026-04-16 22:00:00,100003,50,47,28,OP-1028
2026-04-16-B,WC-03,B,2026-04-16 14:00:00,2026-04-16 22:00:00,100003,68,67,20,OP-1009
2026-04-16-B,WC-04,B,2026-04-16 14:00:00,2026-04-16 22:00:00,100012,53,51,16,OP-1016
2026-04-16-B,WC-05,B,2026-04-16 14:00:00,2026-04-16 22:00:00,100012,62,60,14,OP-1025
2026-04-16-B,WC-06,B,2026-04-16 14:00:00,2026-04-16 22:00:00,100012,61,61,19,OP-1023
2026-04-16-B,WC-07,B,2026-04-16 14:00:00,2026-04-16 22:00:00,100021,58,56,32,OP-1037
2026-04-16-B,WC-08,B,2026-04-16 14:00:00,2026-04-16 22:00:00,100021,45,45,36,OP-1006
2026-04-16-B,WC-09,B,2026-04-16 14:00:00,2026-04-16 22:00:00,100021,62,59,18,OP-1032
2026-04-16-C,WC-01,C,2026-04-16 22:00:00,2026-04-17 06:00:00,100003,57,55,21,OP-1007
2026-04-16-C,WC-02,C,2026-04-16 22:00:00,2026-04-17 06:00:00,100003,65,63,30,OP-1023
2026-04-16-C,WC-03,C,2026-04-16 22:00:00,2026-04-17 06:00:00,100003,63,62,21,OP-1008
2026-04-16-C,WC-04,C,2026-04-16 22:00:00,2026-04-17 06:00:00,100012,54,52,39,OP-1023
2026-04-16-C,WC-05,C,2026-04-16 22:00:00,2026-04-17 06:00:00,100012,55,53,3,OP-1031
2026-04-16-C,WC-06,C,2026-04-16 22:00:00,2026-04-17 06:00:00,100012,61,62,7,OP-1008
2026-04-16-C,WC-07,C,2026-04-16 22:00:00,2026-04-17 06:00:00,100021,54,53,17,OP-1016
2026-04-16-C,WC-08,C,2026-04-16 22:00:00,2026-04-17 06:00:00,100021,64,62,36,OP-1031
2026-04-16-C,WC-09,C,2026-04-16 22:00:00,2026-04-17 06:00:00,100021,55,53,41,OP-1001
2026-04-17-A,WC-01,A,2026-04-17 06:00:00,2026-04-17 14:00:00,100003,52,52,14,OP-1025
2026-04-17-A,WC-02,A,2026-04-17 06:00:00,2026-04-17 14:00:00,100003,68,65,3,OP-1010
2026-04-17-A,WC-03,A,2026-04-17 06:00:00,2026-04-17 14:00:00,100003,66,63,21,OP-1014
2026-04-17-A,WC-04,A,2026-04-17 06:00:00,2026-04-17 14:00:00,100012,54,55,2,OP-1034
2026-04-17-A,WC-05,A,2026-04-17 06:00:00,2026-04-17 14:00:00,100012,55,53,38,OP-1010
2026-04-17-A,WC-06,A,2026-04-17 06:00:00,2026-04-17 14:00:00,100012,54,55,27,OP-1024
2026-04-17-A,WC-07,A,2026-04-17 06:00:00,2026-04-17 14:00:00,100021,58,58,38,OP-1016
2026-04-17-A,WC-08,A,2026-04-17 06:00:00,2026-04-17 14:00:00,100021,63,60,43,OP-1014
2026-04-17-A,WC-09,A,2026-04-17 06:00:00,2026-04-17 14:00:00,100021,54,53,17,OP-1018
2026-04-17-B,WC-01,B,2026-04-17 14:00:00,2026-04-17 22:00:00,100003,70,69,14,OP-1000
2026-04-17-B,WC-02,B,2026-04-17 14:00:00,2026-04-17 22:00:00,100003,58,56,23,OP-1012
2026-04-17-B,WC-03,B,2026-04-17 14:00:00,2026-04-17 22:00:00,100003,66,66,19,OP-1027
2026-04-17-B,WC-04,B,2026-04-17 14:00:00,2026-04-17 22:00:00,100012,68,67,34,OP-1015
2026-04-17-B,WC-05,B,2026-04-17 14:00:00,2026-04-17 22:00:00,100012,63,60,19,OP-1022
2026-04-17-B,WC-06,B,2026-04-17 14:00:00,2026-04-17 22:00:00,100012,62,60,35,OP-1017
2026-04-17-B,WC-07,B,2026-04-17 14:00:00,2026-04-17 22:00:00,100021,69,67,7,OP-1017
2026-04-17-B,WC-08,B,2026-04-17 14:00:00,2026-04-17 22:00:00,100021,53,54,39,OP-1013
2026-04-17-B,WC-09,B,2026-04-17 14:00:00,2026-04-17 22:00:00,100021,53,52,34,OP-1027
2026-04-17-C,WC-01,C,2026-04-17 22:00:00,2026-04-18 06:00:00,100003,73,72,32,OP-1018
2026-04-17-C,WC-02,C,2026-04-17 22:00:00,2026-04-18 06:00:00,100003,66,66,20,OP-1011
2026-04-17-C,WC-03,C,2026-04-17 22:00:00,2026-04-18 06:00:00,100003,46,45,0,OP-1013
2026-04-17-C,WC-04,C,2026-04-17 22:00:00,2026-04-18 06:00:00,100012,67,65,9,OP-1031
2026-04-17-C,WC-05,C,2026-04-17 22:00:00,2026-04-18 06:00:00,100012,60,60,12,OP-1014
2026-04-17-C,WC-06,C,2026-04-17 22:00:00,2026-04-18 06:00:00,100012,54,54,37,OP-1020
2026-04-17-C,WC-07,C,2026-04-17 22:00:00,2026-04-18 06:00:00,100021,61,61,32,OP-1037
2026-04-17-C,WC-08,C,2026-04-17 22:00:00,2026-04-18 06:00:00,100021,58,55,2,OP-1034
2026-04-17-C,WC-09,C,2026-04-17 22:00:00,2026-04-18 06:00:00,100021,75,73,7,OP-1008
2026-04-18-A,WC-01,A,2026-04-18 06:00:00,2026-04-18 14:00:00,100003,58,59,2,OP-1004
2026-04-18-A,WC-02,A,2026-04-18 06:00:00,2026-04-18 14:00:00,100003,64,61,27,OP-1013
2026-04-18-A,WC-03,A,2026-04-18 06:00:00,2026-04-18 14:00:00,100003,62,61,8,OP-1001
2026-04-18-A,WC-04,A,2026-04-18 06:00:00,2026-04-18 14:00:00,100012,47,47,17,OP-1014
2026-04-18-A,WC-05,A,2026-04-18 06:00:00,2026-04-18 14:00:00,100012,69,69,16,OP-1039
2026-04-18-A,WC-06,A,2026-04-18 06:00:00,2026-04-18 14:00:00,100012,77,75,45,OP-1013
2026-04-18-A,WC-07,A,2026-04-18 06:00:00,2026-04-18 14:00:00,100021,50,50,39,OP-1039
2026-04-18-A,WC-08,A,2026-04-18 06:00:00,2026-04-18 14:00:00,100021,58,59,0,OP-1003
2026-04-18-A,WC-09,A,2026-04-18 06:00:00,2026-04-18 14:00:00,100021,59,58,25,OP-1023
2026-04-18-B,WC-01,B,2026-04-18 14:00:00,2026-04-18 22:00:00,100003,53,54,36,OP-1014
2026-04-18-B,WC-02,B,2026-04-18 14:00:00,2026-04-18 22:00:00,100003,64,64,35,OP-1019
2026-04-18-B,WC-03,B,2026-04-18 14:00:00,2026-04-18 22:00:00,100003,52,53,28,OP-1031
2026-04-18-B,WC-04,B,2026-04-18 14:00:00,2026-04-18 22:00:00,100012,56,54,11,OP-1015
2026-04-18-B,WC-05,B,2026-04-18 14:00:00,2026-04-18 22:00:00,100012,57,58,26,OP-1004
2026-04-18-B,WC-06,B,2026-04-18 14:00:00,2026-04-18 22:00:00,100012,69,68,42,OP-1009
2026-04-18-B,WC-07,B,2026-04-18 14:00:00,2026-04-18 22:00:00,100021,55,54,25,OP-1020
2026-04-18-B,WC-08,B,2026-04-18 14:00:00,2026-04-18 22:00:00,100021,55,55,33,OP-1003
2026-04-18-B,WC-09,B,2026-04-18 14:00:00,2026-04-18 22:00:00,100021,73,72,2,OP-1035
2026-04-18-C,WC-01,C,2026-04-18 22:00:00,2026-04-19 06:00:00,100003,78,76,8,OP-1027
