station_id,prod_day,shift_code,shift_id,work_order_no,inspection_events,mes_units_completed,qty_variance_pct,shift_present,variance_flag,downtime_min
S2,2026-05-22,A,2026-05-22-A,WO-100008,52,53,1.923,True,False,3
S2,2026-05-22,B,2026-05-22-B,WO-100008,60,61,1.667,True,False,16
S2,2026-05-22,C,2026-05-22-C,WO-100008,45,46,2.222,True,False,9
S2,2026-05-23,A,2026-05-23-A,WO-100008,60,61,1.667,True,False,29
S2,2026-05-23,B,2026-05-23-B,WO-100008,47,47,0.0,True,False,25
S2,2026-05-23,C,2026-05-23-C,WO-100008,50,51,2.0,True,False,40
S2,2026-05-24,A,2026-05-24-A,WO-100008,62,62,0.0,True,False,11
S2,2026-05-24,B,2026-05-24-B,WO-100008,71,71,0.0,True,False,31
S2,2026-05-24,C,2026-05-24-C,WO-100008,67,66,-1.493,True,False,44
S2,2026-05-25,A,2026-05-25-A,WO-100008,69,70,1.449,True,False,15
S2,2026-05-25,B,2026-05-25-B,WO-100008,64,64,0.0,True,False,12
S2,2026-05-25,C,2026-05-25-C,WO-100008,50,49,-2.0,True,False,35
S2,2026-05-26,A,2026-05-26-A,WO-100008,58,59,1.724,True,False,39
S2,2026-05-26,B,2026-05-26-B,WO-100008,55,56,1.818,True,False,42
S2,2026-05-26,C,2026-05-26-C,WO-100008,61,60,-1.639,True,False,22
S2,2026-05-27,A,2026-05-27-A,WO-100009,58,59,1.724,True,False,43
S2,2026-05-27,B,2026-05-27-B,WO-100009,58,57,-1.724,True,False,2
S2,2026-05-27,C,2026-05-27-C,WO-100009,53,53,0.0,True,False,33
S2,2026-05-28,A,2026-05-28-A,WO-100009,49,49,0.0,True,False,33
S2,2026-05-28,B,2026-05-28-B,WO-100009,54,54,0.0,True,False,38
S2,2026-05-28,C,2026-05-28-C,WO-100009,46,47,2.174,True,False,41
S2,2026-05-29,A,2026-05-29-A,WO-100009,47,46,-2.128,True,False,24
S2,2026-05-29,B,2026-05-29-B,WO-100009,53,52,-1.887,True,False,39
S2,2026-05-29,C,2026-05-29-C,WO-100009,61,61,0.0,True,False,28
S2,2026-05-30,A,2026-05-30-A,WO-100009,76,75,-1.316,True,False,21
S2,2026-05-30,B,2026-05-30-B,WO-100009,67,67,0.0,True,False,20
S2,2026-05-30,C,2026-05-30-C,WO-100009,8,8,0.0,True,False,39
S3,2026-03-31,C,2026-03-31-C,,49,48,-2.041,True,False,22
S3,2026-04-01,A,2026-04-01-A,WO-100001,54,53,-1.852,True,False,18
S3,2026-04-01,B,2026-04-01-B,WO-100001,67,66,-1.493,True,False,39
S3,2026-04-01,C,2026-04-01-C,WO-100001,64,65,1.563,True,False,43
S3,2026-04-02,A,2026-04-02-A,WO-100001,69,69,0.0,True,False,44
S3,2026-04-02,B,2026-04-02-B,WO-100001,65,66,1.538,True,False,30
S3,2026-04-02,C,2026-04-02-C,WO-100001,70,70,0.0,True,False,15
S3,2026-04-03,A,2026-04-03-A,WO-100001,62,63,1.613,True,False,11
S3,2026-04-03,B,2026-04-03-B,WO-100001,52,53,1.923,True,False,30
S3,2026-04-03,C,2026-04-03-C,WO-100001,67,68,1.493,True,False,39
S3,2026-04-04,A,2026-04-04-A,WO-100001,58,58,0.0,True,False,3
S3,2026-04-04,B,2026-04-04-B,WO-100001,71,70,-1.408,True,False,7
S3,2026-04-04,C,2026-04-04-C,WO-100001,49,48,-2.041,True,False,34
S3,2026-04-05,A,2026-04-05-A,WO-100001,54,55,1.852,True,False,24
S3,2026-04-05,B,2026-04-05-B,WO-100001,59,59,0.0,True,False,14
S3,2026-04-05,C,2026-04-05-C,WO-100001,51,50,-1.961,True,False,5
S3,2026-04-06,A,2026-04-06-A,WO-100001,53,52,-1.887,True,False,4
S3,2026-04-06,B,2026-04-06-B,WO-100001,54,54,0.0,True,False,2
S3,2026-04-06,C,2026-04-06-C,WO-100001,67,68,1.493,True,False,20
S3,2026-04-07,A,2026-04-07-A,WO-100001,62,63,1.613,True,False,35
S3,2026-04-07,B,2026-04-07-B,WO-100001,60,60,0.0,True,False,5
S3,2026-04-07,C,2026-04-07-C,WO-100001,72,71,-1.389,True,False,5
S3,2026-04-08,A,2026-04-08-A,WO-100002,67,67,0.0,True,False,6
S3,2026-04-08,B,2026-04-08-B,WO-100002,59,58,-1.695,True,False,24
S3,2026-04-08,C,2026-04-08-C,WO-100002,76,77,1.316,True,False,28
S3,2026-04-09,A,2026-04-09-A,WO-100002,58,58,0.0,True,False,33
S3,2026-04-09,B,2026-04-09-B,WO-100002,55,56,1.818,True,False,27
S3,2026-04-09,C,2026-04-09-C,WO-100002,64,63,-1.563,True,False,12
S3,2026-04-10,A,2026-04-10-A,WO-100002,65,66,1.538,True,False,6
S3,2026-04-10,B,2026-04-10-B,WO-100002,52,51,-1.923,True,False,29
S3,2026-04-10,C,2026-04-10-C,WO-100002,65,64,-1.538,True,False,36
S3,2026-04-11,A,2026-04-11-A,WO-100002,49,50,2.041,True,False,27
S3,2026-04-11,B,2026-04-11-B,WO-100002,64,64,0.0,True,False,3
S3,2026-04-11,C,2026-04-11-C,WO-100002,63,63,0.0,True,False,30
S3,2026-04-12,A,2026-04-12-A,WO-100002,70,70,0.0,True,False,17
S3,2026-04-12,B,2026-04-12-B,WO-100002,63,64,1.587,True,False,41
S3,2026-04-12,C,2026-04-12-C,WO-100002,77,78,1.299,True,False,23
S3,2026-04-13,A,2026-04-13-A,WO-100002,62,62,0.0,True,False,22
S3,2026-04-13,B,2026-04-13-B,WO-100002,73,72,-1.37,True,False,37
S3,2026-04-13,C,2026-04-13-C,WO-100002,63,63,0.0,True,False,14
S3,2026-04-14,A,2026-04-14-A,WO-100002,58,58,0.0,True,False,9
S3,2026-04-14,B,2026-04-14-B,WO-100002,43,44,2.326,True,False,42
S3,2026-04-14,C,2026-04-14-C,WO-100002,59,58,-1.695,True,False,43
S3,2026-04-15,A,2026-04-15-A,WO-100003,44,45,2.273,True,False,10
S3,2026-04-15,B,2026-04-15-B,WO-100003,53,52,-1.887,True,False,3
S3,2026-04-15,C,2026-04-15-C,WO-100003,57,58,1.754,True,False,29
S3,2026-04-16,A,2026-04-16-A,WO-100003,64,64,0.0,True,False,2
S3,2026-04-16,B,2026-04-16-B,WO-100003,67,67,0.0,True,False,20
S3,2026-04-16,C,2026-04-16-C,WO-100003,63,62,-1.587,True,False,21
S3,2026-04-17,A,2026-04-17-A,WO-100003,64,63,-1.563,True,False,21
S3,2026-04-17,B,2026-04-17-B,WO-100003,65,66,1.538,True,False,19
S3,2026-04-17,C,2026-04-17-C,WO-100003,45,45,0.0,True,False,0
S3,2026-04-18,A,2026-04-18-A,WO-100003,60,61,1.667,True,False,8
S3,2026-04-18,B,2026-04-18-B,WO-100003,52,53,1.923,True,False,28
S3,2026-04-18,C,2026-04-18-C,WO-100003,57,56,-1.754,True,False,34
S3,2026-04-19,A,2026-04-19-A,WO-100003,62,61,-1.613,True,False,28
S3,2026-04-19,B,2026-04-19-B,WO-100003,50,50,0.0,True,False,35
S3,2026-04-19,C,2026-04-19-C,WO-100003,57,58,1.754,True,False,2
S3,2026-04-20,A,2026-04-20-A,WO-100003,62,61,-1.613,True,False,14
S3,2026-04-20,B,2026-04-20-B,WO-100003,47,46,-2.128,True,False,19
S3,2026-04-20,C,2026-04-20-C,WO-100003,64,63,-1.563,True,False,34
S3,2026-04-21,A,2026-04-21-A,WO-100003,66,65,-1.515,True,False,36
S3,2026-04-21,B,2026-04-21-B,WO-100003,61,62,1.639,True,False,36
S3,2026-04-21,C,2026-04-21-C,WO-100003,52,52,0.0,True,False,13
S3,2026-04-22,A,2026-04-22-A,WO-100004,55,54,-1.818,True,False,30
S3,2026-04-22,B,2026-04-22-B,WO-100004,48,49,2.083,True,False,16
S3,2026-04-22,C,2026-04-22-C,WO-100004,51,51,0.0,True,False,30
S3,2026-04-23,A,2026-04-23-A,WO-100004,58,59,1.724,True,False,32
S3,2026-04-23,B,2026-04-23-B,WO-100004,49,48,-2.041,True,False,24
S3,2026-04-23,C,2026-04-23-C,WO-100004,54,55,1.852,True,False,44
S3,2026-04-24,A,2026-04-24-A,WO-100004,52,53,1.923,True,False,9
S3,2026-04-24,B,2026-04-24-B,WO-100004,51,52,1.961,True,False,40
S3,2026-04-24,C,2026-04-24-C,WO-100004,58,58,0.0,True,False,37
S3,2026-04-25,A,2026-04-25-A,WO-100004,71,70,-1.408,True,False,14
S3,2026-04-25,B,2026-04-25-B,WO-100004,74,75,1.351,True,False,33
S3,2026-04-25,C,2026-04-25-C,WO-100004,73,74,1.37,True,False,31
S3,2026-04-26,A,2026-04-26-A,WO-100004,73,73,0.0,True,False,19
S3,2026-04-26,B,2026-04-26-B,WO-100004,52,53,1.923,True,False,22
S3,2026-04-26,C,2026-04-26-C,WO-100004,53,53,0.0,True,False,18
S3,2026-04-27,A,2026-04-27-A,WO-100004,49,48,-2.041,True,False,23
S3,2026-04-27,B,2026-04-27-B,WO-100004,53,53,0.0,True,False,31
S3,2026-04-27,C,2026-04-27-C,WO-100004,54,55,1.852,True,False,45
S3,2026-04-28,A,2026-04-28-A,WO-100004,52,51,-1.923,True,False,19
S3,2026-04-28,B,2026-04-28-B,WO-100004,56,57,1.786,True,False,40
S3,2026-04-28,C,2026-04-28-C,WO-100004,60,59,-1.667,True,False,14
S3,2026-04-29,A,2026-04-29-A,WO-100005,60,59,-1.667,True,False,44
S3,2026-04-29,B,2026-04-29-B,WO-100005,60,60,0.0,True,False,12
S3,2026-04-29,C,2026-04-29-C,WO-100005,49,49,0.0,True,False,44
S3,2026-04-30,A,2026-04-30-A,WO-100005,45,44,-2.222,True,False,43
S3,2026-04-30,B,2026-04-30-B,WO-100005,55,55,0.0,True,False,16
S3,2026-04-30,C,2026-04-30-C,WO-100005,55,54,-1.818,True,False,4
S3,2026-05-01,A,2026-05-01-A,WO-100005,50,50,0.0,True,False,16
S3,2026-05-01,B,2026-05-01-B,WO-100005,52,53,1.923,True,False,45
S3,2026-05-01,C,2026-05-01-C,WO-100005,54,53,-1.852,True,False,5
S3,2026-05-02,A,2026-05-02-A,WO-100005,51,50,-1.961,True,False,18
S3,2026-05-02,B,2026-05-02-B,WO-100005,48,47,-2.083,True,False,29
S3,2026-05-02,C,2026-05-02-C,WO-100005,55,54,-1.818,True,False,25
S3,2026-05-03,A,2026-05-03-A,WO-100005,70,69,-1.429,True,False,10
S3,2026-05-03,B,2026-05-03-B,WO-100005,57,57,0.0,True,False,3
S3,2026-05-03,C,2026-05-03-C,WO-100005,52,53,1.923,True,False,6
S3,2026-05-04,A,2026-05-04-A,WO-100005,57,58,1.754,True,False,36
S3,2026-05-04,B,2026-05-04-B,WO-100005,57,56,-1.754,True,False,4
S3,2026-05-04,C,2026-05-04-C,WO-100005,61,60,-1.639,True,False,1
S3,2026-05-05,A,2026-05-05-A,WO-100005,54,54,0.0,True,False,3
S3,2026-05-05,B,2026-05-05-B,WO-100005,69,70,1.449,True,False,15
S3,2026-05-05,C,2026-05-05-C,WO-100005,54,54,0.0,True,False,29
S3,2026-05-06,A,2026-05-06-A,WO-100006,61,62,1.639,True,False,16
S3,2026-05-06,B,2026-05-06-B,WO-100006,45,45,0.0,True,False,14
S3,2026-05-06,C,2026-05-06-C,WO-100006,67,68,1.493,True,False,45
S3,2026-05-07,A,2026-05-07-A,WO-100006,54,54,0.0,True,False,39
S3,2026-05-07,B,2026-05-07-B,WO-100006,59,60,1.695,True,False,14
S3,2026-05-07,C,2026-05-07-C,WO-100006,50,49,-2.0,True,False,42
S3,2026-05-08,A,2026-05-08-A,WO-100006,53,52,-1.887,True,False,29
S3,2026-05-08,B,2026-05-08-B,WO-100006,57,57,0.0,True,False,25
S3,2026-05-08,C,2026-05-08-C,WO-100006,52,52,0.0,True,False,11
S3,2026-05-09,A,2026-05-09-A,WO-100006,46,47,2.174,True,False,37
S3,2026-05-09,B,2026-05-09-B,WO-100006,68,68,0.0,True,False,26
S3,2026-05-09,C,2026-05-09-C,WO-100006,69,69,0.0,True,False,17
S3,2026-05-10,A,2026-05-10-A,WO-100006,44,45,2.273,True,False,29
S3,2026-05-10,B,2026-05-10-B,WO-100006,52,52,0.0,True,False,0
S3,2026-05-10,C,2026-05-10-C,WO-100006,60,61,1.667,True,False,27
S3,2026-05-11,A,2026-05-11-A,WO-100006,43,42,-2.326,True,False,32
S3,2026-05-11,B,2026-05-11-B,WO-100006,51,52,1.961,True,False,1
S3,2026-05-11,C,2026-05-11-C,WO-100006,57,56,-1.754,True,False,3
S3,2026-05-12,A,2026-05-12-A,WO-100006,64,65,1.563,True,False,7
S3,2026-05-12,B,2026-05-12-B,WO-100006,49,50,2.041,True,False,36
S3,2026-05-12,C,2026-05-12-C,WO-100006,52,53,1.923,True,False,39
S3,2026-05-13,A,2026-05-13-A,WO-100007,62,63,1.613,True,False,2
S3,2026-05-13,B,2026-05-13-B,WO-100007,63,62,-1.587,True,False,24
S3,2026-05-13,C,2026-05-13-C,WO-100007,55,54,-1.818,True,False,13
S3,2026-05-14,A,2026-05-14-A,WO-100007,61,62,1.639,True,False,35
S3,2026-05-14,B,2026-05-14-B,WO-100007,48,49,2.083,True,False,1
S3,2026-05-14,C,2026-05-14-C,WO-100007,52,52,0.0,True,False,25
S3,2026-05-15,A,2026-05-15-A,WO-100007,73,74,1.37,True,False,25
S3,2026-05-15,B,2026-05-15-B,WO-100007,74,74,0.0,True,False,1
S3,2026-05-15,C,2026-05-15-C,WO-100007,56,55,-1.786,True,False,20
S3,2026-05-16,A,2026-05-16-A,WO-100007,75,74,-1.333,True,False,38
S3,2026-05-16,B,2026-05-16-B,WO-100007,58,59,1.724,True,False,16
S3,2026-05-16,C,2026-05-16-C,WO-100007,49,49,0.0,True,False,32
S3,2026-05-17,A,2026-05-17-A,WO-100007,73,73,0.0,True,False,23
S3,2026-05-17,B,2026-05-17-B,WO-100007,67,67,0.0,True,False,2
S3,2026-05-17,C,2026-05-17-C,WO-100007,72,73,1.389,True,False,40
S3,2026-05-18,A,2026-05-18-A,WO-100007,64,63,-1.563,True,False,35
S3,2026-05-18,B,2026-05-18-B,WO-100007,63,63,0.0,True,False,29
S3,2026-05-18,C,2026-05-18-C,WO-100007,45,44,-2.222,True,False,30
S3,2026-05-19,A,2026-05-19-A,WO-100007,66,66,0.0,True,False,31
S3,2026-05-19,B,2026-05-19-B,WO-100007,69,69,0.0,True,False,19
S3,2026-05-19,C,2026-05-19-C,WO-100007,49,48,-2.041,True,False,40
S3,2026-05-20,A,2026-05-20-A,WO-100008,61,61,0.0,True,False,25
S3,2026-05-20,B,2026-05-20-B,WO-100008,51,51,0.0,True,False,28
S3,2026-05-20,C,2026-05-20-C,WO-100008,70,71,1.429,True,False,27
S3,2026-05-21,A,2026-05-21-A,WO-100008,54,53,-1.852,True,False,21
S3,2026-05-21,B,2026-05-21-B,WO-100008,65,66,1.538,True,False,15
S3,2026-05-21,C,2026-05-21-C,WO-100008,66,65,-1.515,True,False,14
S3,2026-05-22,A,2026-05-22-A,WO-100008,60,61,1.667,True,False,28
S3,2026-05-22,B,2026-05-22-B,WO-100008,59,60,1.695,True,False,5
S3,2026-05-22,C,2026-05-22-C,WO-100008,64,64,0.0,True,False,14
S3,2026-05-23,A,2026-05-23-A,WO-100008,62,61,-1.613,True,False,28
S3,2026-05-23,B,2026-05-23-B,WO-100008,61,60,-1.639,True,False,42
S3,2026-05-23,C,2026-05-23-C,WO-100008,68,67,-1.471,True,False,22
S3,2026-05-24,A,2026-05-24-A,WO-100008,47,47,0.0,True,False,3
S3,2026-05-24,B,2026-05-24-B,WO-100008,54,53,-1.852,True,False,24
S3,2026-05-24,C,2026-05-24-C,WO-100008,58,57,-1.724,True,False,15
S3,2026-05-25,A,2026-05-25-A,WO-100008,60,59,-1.667,True,False,44
S3,2026-05-25,B,2026-05-25-B,WO-100008,49,50,2.041,True,False,2
S3,2026-05-25,C,2026-05-25-C,WO-100008,60,60,0.0,True,False,44
S3,2026-05-26,A,2026-05-26-A,WO-100008,57,57,0.0,True,False,18
S3,2026-05-26,B,2026-05-26-B,WO-100008,47,46,-2.128,True,False,2
S3,2026-05-26,C,2026-05-26-C,WO-100008,55,56,1.818,True,False,23
S3,2026-05-27,A,2026-05-27-A,WO-100009,54,53,-1.852,True,False,37
S3,2026-05-27,B,2026-05-27-B,WO-100009,48,49,2.083,True,False,34
S3,2026-05-27,C,2026-05-27-C,WO-100009,57,58,1.754,True,False,34
S3,2026-05-28,A,2026-05-28-A,WO-100009,51,52,1.961,True,False,1
S3,2026-05-28,B,2026-05-28-B,WO-100009,57,58,1.754,True,False,12
S3,2026-05-28,C,2026-05-28-C,WO-100009,53,53,0.0,True,False,27
S3,2026-05-29,A,2026-05-29-A,WO-100009,51,51,0.0,True,False,22
S3,2026-05-29,B,2026-05-29-B,WO-100009,50,51,2.0,True,False,15
S3,2026-05-29,C,2026-05-29-C,WO-100009,50,51,2.0,True,False,4
S3,2026-05-30,A,2026-05-30-A,WO-100009,62,61,-1.613,True,False,22
S3,2026-05-30,B,2026-05-30-B,WO-100009,53,53,0.0,True,False,0
S3,2026-05-30,C,2026-05-30-C,WO-100009,24,24,0.0,True,False,21
S4,2026-03-31,C,2026-03-31-C,,52,51,-1.923,True,False,23
S4,2026-04-01,A,2026-04-01-A,WO-100010,68,68,0.0,True,False,28
S4,2026-04-01,B,2026-04-01-B,WO-100010,61,62,1.639,True,False,34
S4,2026-04-01,C,2026-04-01-C,WO-100010,70,71,1.429,True,False,11
S4,2026-04-02,A,2026-04-02-A,WO-100010,66,65,-1.515,True,False,28
S4,2026-04-02,B,2026-04-02-B,WO-100010,63,63,0.0,True,False,33
S4,2026-04-02,C,2026-04-02-C,WO-100010,60,59,-1.667,True,False,22
S4,2026-04-03,A,2026-04-03-A,WO-100010,55,54,-1.818,True,False,25
S4,2026-04-03,B,2026-04-03-B,WO-100010,57,56,-1.754,True,False,27
S4,2026-04-03,C,2026-04-03-C,WO-100010,69,69,0.0,True,False,30
S4,2026-04-04,A,2026-04-04-A,WO-100010,73,74,1.37,True,False,11
S4,2026-04-04,B,2026-04-04-B,WO-100010,64,63,-1.563,True,False,25
S4,2026-04-04,C,2026-04-04-C,WO-100010,63,62,-1.587,True,False,44
S4,2026-04-05,A,2026-04-05-A,WO-100010,76,75,-1.316,True,False,12
S4,2026-04-05,B,2026-04-05-B,WO-100010,66,65,-1.515,True,False,15
S4,2026-04-05,C,2026-04-05-C,WO-100010,65,65,0.0,True,False,36
S4,2026-04-06,A,2026-04-06-A,WO-100010,59,59,0.0,True,False,6
S4,2026-04-06,B,2026-04-06-B,WO-100010,61,60,-1.639,True,False,7
S4,2026-04-06,C,2026-04-06-C,WO-100010,59,58,-1.695,True,False,10
S4,2026-04-07,A,2026-04-07-A,WO-100010,56,57,1.786,True,False,35
S4,2026-04-07,B,2026-04-07-B,WO-100010,53,54,1.887,True,False,17
S4,2026-04-07,C,2026-04-07-C,WO-100010,61,62,1.639,True,False,8
S4,2026-04-08,A,2026-04-08-A,WO-100011,80,79,-1.25,True,False,26
S4,2026-04-08,B,2026-04-08-B,WO-100011,67,67,0.0,True,False,28
S4,2026-04-08,C,2026-04-08-C,WO-100011,62,61,-1.613,True,False,14
S4,2026-04-09,A,2026-04-09-A,WO-100011,66,67,1.515,True,False,20
S4,2026-04-09,B,2026-04-09-B,WO-100011,70,70,0.0,True,False,14
S4,2026-04-09,C,2026-04-09-C,WO-100011,60,6,-90.0,True,True,37
S4,2026-04-10,A,2026-04-10-A,WO-100011,67,66,-1.493,True,False,5
S4,2026-04-10,B,2026-04-10-B,WO-100011,55,55,0.0,True,False,15
S4,2026-04-10,C,2026-04-10-C,WO-100011,60,59,-1.667,True,False,32
S4,2026-04-11,A,2026-04-11-A,WO-100011,49,50,2.041,True,False,32
S4,2026-04-11,B,2026-04-11-B,WO-100011,67,68,1.493,True,False,25
S4,2026-04-11,C,2026-04-11-C,WO-100011,57,57,0.0,True,False,43
S4,2026-04-12,A,2026-04-12-A,WO-100011,63,64,1.587,True,False,32
S4,2026-04-12,B,2026-04-12-B,WO-100011,62,63,1.613,True,False,33
S4,2026-04-12,C,2026-04-12-C,WO-100011,71,71,0.0,True,False,24
S4,2026-04-13,A,2026-04-13-A,WO-100011,61,61,0.0,True,False,39
S4,2026-04-13,B,2026-04-13-B,WO-100011,53,54,1.887,True,False,1
S4,2026-04-13,C,2026-04-13-C,WO-100011,54,53,-1.852,True,False,39
S4,2026-04-14,A,2026-04-14-A,WO-100011,61,60,-1.639,True,False,35
S4,2026-04-14,B,2026-04-14-B,WO-100011,74,75,1.351,True,False,19
S4,2026-04-14,C,2026-04-14-C,WO-100011,63,63,0.0,True,False,41
S4,2026-04-15,A,2026-04-15-A,WO-100012,43,44,2.326,True,False,15
S4,2026-04-15,B,2026-04-15-B,WO-100012,55,55,0.0,True,False,19
S4,2026-04-15,C,2026-04-15-C,WO-100012,59,60,1.695,True,False,30
S4,2026-04-16,A,2026-04-16-A,WO-100012,54,54,0.0,True,False,26
S4,2026-04-16,B,2026-04-16-B,WO-100012,51,51,0.0,True,False,16
S4,2026-04-16,C,2026-04-16-C,WO-100012,53,52,-1.887,True,False,39
S4,2026-04-17,A,2026-04-17-A,WO-100012,54,55,1.852,True,False,2
S4,2026-04-17,B,2026-04-17-B,WO-100012,66,67,1.515,True,False,34
S4,2026-04-17,C,2026-04-17-C,WO-100012,66,65,-1.515,True,False,9
S4,2026-04-18,A,2026-04-18-A,WO-100012,47,47,0.0,True,False,17
S4,2026-04-18,B,2026-04-18-B,WO-100012,55,54,-1.818,True,False,11
S4,2026-04-18,C,2026-04-18-C,WO-100012,70,69,-1.429,True,False,35
S4,2026-04-19,A,2026-04-19-A,WO-100012,71,70,-1.408,True,False,35
S4,2026-04-19,B,2026-04-19-B,WO-100012,55,56,1.818,True,False,42
S4,2026-04-19,C,2026-04-19-C,WO-100012,51,52,1.961,True,False,42
S4,2026-04-20,A,2026-04-20-A,WO-100012,68,67,-1.471,True,False,13
S4,2026-04-20,B,2026-04-20-B,WO-100012,62,62,0.0,True,False,0
S4,2026-04-20,C,2026-04-20-C,WO-100012,72,73,1.389,True,False,41
S4,2026-04-21,A,2026-04-21-A,WO-100012,57,56,-1.754,True,False,42
S4,2026-04-21,B,2026-04-21-B,WO-100012,43,43,0.0,True,False,23
S4,2026-04-21,C,2026-04-21-C,WO-100012,73,72,-1.37,True,False,28
S4,2026-04-22,A,2026-04-22-A,WO-100013,57,56,-1.754,True,False,15
S4,2026-04-22,B,2026-04-22-B,WO-100013,62,62,0.0,True,False,16
S4,2026-04-22,C,2026-04-22-C,WO-100013,63,63,0.0,True,False,9
S4,2026-04-23,A,2026-04-23-A,WO-100013,72,72,0.0,True,False,14
S4,2026-04-23,B,2026-04-23-B,WO-100013,61,60,-1.639,True,False,7
S4,2026-04-23,C,2026-04-23-C,WO-100013,65,65,0.0,True,False,45
S4,2026-04-24,A,2026-04-24-A,WO-100013,63,62,-1.587,True,False,39
S4,2026-04-24,B,2026-04-24-B,WO-100013,61,62,1.639,True,False,33
S4,2026-04-24,C,2026-04-24-C,WO-100013,54,54,0.0,True,False,7
S4,2026-04-25,A,2026-04-25-A,WO-100013,52,53,1.923,True,False,19
S4,2026-04-25,B,2026-04-25-B,WO-100013,51,52,1.961,True,False,43
S4,2026-04-25,C,2026-04-25-C,WO-100013,59,59,0.0,True,False,17
S4,2026-04-26,A,2026-04-26-A,WO-100013,50,51,2.0,True,False,3
S4,2026-04-26,B,2026-04-26-B,WO-100013,52,53,1.923,True,False,43
S4,2026-04-26,C,2026-04-26-C,WO-100013,57,57,0.0,True,False,42
S4,2026-04-27,A,2026-04-27-A,WO-100013,58,58,0.0,True,False,5
S4,2026-04-27,B,2026-04-27-B,WO-100013,44,45,2.273,True,False,23
S4,2026-04-27,C,2026-04-27-C,WO-100013,62,61,-1.613,True,False,28
S4,2026-04-28,A,2026-04-28-A,WO-100013,67,67,0.0,True,False,44
S4,2026-04-28,B,2026-04-28-B,WO-100013,57,58,1.754,True,False,24
S4,2026-04-28,C,2026-04-28-C,WO-100013,55,54,-1.818,True,False,29
S4,2026-04-29,A,2026-04-29-A,WO-100014,48,48,0.0,True,False,20
S4,2026-04-29,B,2026-04-29-B,WO-100014,52,52,0.0,True,False,31
S4,2026-04-29,C,2026-04-29-C,WO-100014,62,63,1.613,True,False,42
S4,2026-04-30,A,2026-04-30-A,WO-100014,61,60,-1.639,True,False,15
S4,2026-04-30,B,2026-04-30-B,WO-100014,75,75,0.0,True,False,8
S4,2026-04-30,C,2026-04-30-C,WO-100014,66,65,-1.515,True,False,9
S4,2026-05-01,A,2026-05-01-A,WO-100014,59,59,0.0,True,False,32
S4,2026-05-01,B,2026-05-01-B,WO-100014,53,53,0.0,True,False,19
S4,2026-05-01,C,2026-05-01-C,WO-100014,68,69,1.471,True,False,23
S4,2026-05-02,A,2026-05-02-A,WO-100014,60,61,1.667,True,False,30
S4,2026-05-02,B,2026-05-02-B,WO-100014,61,61,0.0,True,False,7
S4,2026-05-02,C,2026-05-02-C,WO-100014,81,80,-1.235,True,False,12
S4,2026-05-03,A,2026-05-03-A,WO-100014,65,66,1.538,True,False,37
S4,2026-05-03,B,2026-05-03-B,WO-100014,65,64,-1.538,True,False,0
S4,2026-05-03,C,2026-05-03-C,WO-100014,65,64,-1.538,True,False,24
S4,2026-05-04,A,2026-05-04-A,WO-100014,58,59,1.724,True,False,31
S4,2026-05-04,B,2026-05-04-B,WO-100014,72,71,-1.389,True,False,23
S4,2026-05-04,C,2026-05-04-C,WO-100014,49,50,2.041,True,False,34
S4,2026-05-05,A,2026-05-05-A,WO-100014,65,66,1.538,True,False,25
S4,2026-05-05,B,2026-05-05-B,WO-100014,63,63,0.0,True,False,13
S4,2026-05-05,C,2026-05-05-C,WO-100014,65,66,1.538,True,False,21
S4,2026-05-06,A,2026-05-06-A,WO-100015,61,61,0.0,True,False,42
S4,2026-05-06,B,2026-05-06-B,WO-100015,71,70,-1.408,True,False,22
S4,2026-05-06,C,2026-05-06-C,WO-100015,70,69,-1.429,True,False,18
S4,2026-05-07,A,2026-05-07-A,WO-100015,56,55,-1.786,True,False,44
S4,2026-05-07,B,2026-05-07-B,WO-100015,70,70,0.0,True,False,20
S4,2026-05-07,C,2026-05-07-C,WO-100015,59,59,0.0,True,False,19
S4,2026-05-08,A,2026-05-08-A,WO-100015,61,61,0.0,True,False,8
S4,2026-05-08,B,2026-05-08-B,WO-100015,56,56,0.0,True,False,18
S4,2026-05-08,C,2026-05-08-C,WO-100015,68,69,1.471,True,False,19
S4,2026-05-09,A,2026-05-09-A,WO-100015,72,73,1.389,True,False,44
S4,2026-05-09,B,2026-05-09-B,WO-100015,60,59,-1.667,True,False,34
S4,2026-05-09,C,2026-05-09-C,WO-100015,64,63,-1.563,True,False,36
S4,2026-05-10,A,2026-05-10-A,WO-100015,50,50,0.0,True,False,4
S4,2026-05-10,B,2026-05-10-B,WO-100015,58,57,-1.724,True,False,41
S4,2026-05-10,C,2026-05-10-C,WO-100015,52,51,-1.923,True,False,36
S4,2026-05-11,A,2026-05-11-A,WO-100015,59,58,-1.695,True,False,21
S4,2026-05-11,B,2026-05-11-B,WO-100015,56,56,0.0,True,False,0
S4,2026-05-11,C,2026-05-11-C,WO-100015,64,65,1.563,True,False,22
S4,2026-05-12,A,2026-05-12-A,WO-100015,59,60,1.695,True,False,28
S4,2026-05-12,B,2026-05-12-B,WO-100015,56,56,0.0,True,False,24
S4,2026-05-12,C,2026-05-12-C,WO-100015,63,63,0.0,True,False,45
S4,2026-05-13,A,2026-05-13-A,WO-100016,66,67,1.515,True,False,41
S4,2026-05-13,B,2026-05-13-B,WO-100016,70,70,0.0,True,False,9
