line_id,station_id,date,work_order_no,item_no,n_first_pass,n_fail,ncr_count,ncr_scrap,has_work_order,wo_day_seq,wo_cum_units
LINE-B,S6,2026-05-07,WO-100015,1000-C,207,6,1,0,True,2,364
LINE-B,S6,2026-05-08,WO-100015,1000-C,191,4,0,0,True,3,555
LINE-B,S6,2026-05-09,WO-100015,1000-C,181,2,0,0,True,4,736
LINE-B,S6,2026-05-10,WO-100015,1000-C,197,7,1,0,True,5,933
LINE-B,S6,2026-05-11,WO-100015,1000-C,150,1,0,0,True,6,1083
LINE-B,S6,2026-05-12,WO-100015,1000-C,179,5,0,0,True,7,1262
LINE-B,S6,2026-05-13,WO-100016,1000-C,193,1,0,0,True,1,193
LINE-B,S6,2026-05-14,WO-100016,1000-C,160,4,0,0,True,2,353
LINE-B,S6,2026-05-15,WO-100016,1000-C,166,7,2,0,True,3,519
LINE-B,S6,2026-05-16,WO-100016,1000-C,191,6,0,0,True,4,710
LINE-B,S6,2026-05-17,WO-100016,1000-C,185,4,0,0,True,5,895
LINE-B,S6,2026-05-18,WO-100016,1000-C,173,3,0,0,True,6,1068
LINE-B,S6,2026-05-19,WO-100016,1000-C,169,4,1,0,True,7,1237
LINE-B,S6,2026-05-20,WO-100017,1000-C,156,2,1,0,True,1,156
LINE-B,S6,2026-05-21,WO-100017,1000-C,207,5,0,0,True,2,363
LINE-B,S6,2026-05-22,WO-100017,1000-C,174,5,0,0,True,3,537
LINE-B,S6,2026-05-23,WO-100017,1000-C,203,6,0,0,True,4,740
LINE-B,S6,2026-05-24,WO-100017,1000-C,186,6,1,0,True,5,926
LINE-B,S6,2026-05-25,WO-100017,1000-C,164,5,1,0,True,6,1090
LINE-B,S6,2026-05-26,WO-100017,1000-C,151,0,0,0,True,7,1241
LINE-B,S6,2026-05-27,WO-100018,1000-C,184,3,0,0,True,1,184
LINE-B,S6,2026-05-28,WO-100018,1000-C,197,7,1,0,True,2,381
LINE-B,S6,2026-05-29,WO-100018,1000-C,192,4,0,0,True,3,573
LINE-B,S6,2026-05-30,WO-100018,1000-C,175,4,0,0,True,4,748
LINE-C,S7,2026-04-01,WO-100019,1000-C,197,3,0,0,True,1,197
LINE-C,S7,2026-04-02,WO-100019,1000-C,182,10,1,0,True,2,379
LINE-C,S7,2026-04-03,WO-100019,1000-C,171,5,1,0,True,3,550
LINE-C,S7,2026-04-04,WO-100019,1000-C,150,4,0,0,True,4,700
LINE-C,S7,2026-04-05,WO-100019,1000-C,194,0,0,0,True,5,894
LINE-C,S7,2026-04-06,WO-100019,1000-C,196,1,0,0,True,6,1090
LINE-C,S7,2026-04-07,WO-100019,1000-C,207,5,1,0,True,7,1297
LINE-C,S7,2026-04-08,WO-100020,1000-C,207,3,0,0,True,1,207
LINE-C,S7,2026-04-09,WO-100020,1000-C,168,0,0,0,True,2,375
LINE-C,S7,2026-04-10,WO-100020,1000-C,171,4,0,0,True,3,546
LINE-C,S7,2026-04-11,WO-100020,1000-C,167,6,0,0,True,4,713
LINE-C,S7,2026-04-12,WO-100020,1000-C,165,3,1,0,True,5,878
LINE-C,S7,2026-04-13,WO-100020,1000-C,151,3,0,0,True,6,1029
LINE-C,S7,2026-04-14,WO-100020,1000-C,172,8,0,0,True,7,1201
LINE-C,S7,2026-04-15,WO-100021,1000-C,193,0,0,0,True,1,193
LINE-C,S7,2026-04-16,WO-100021,1000-C,163,3,0,0,True,2,356
LINE-C,S7,2026-04-17,WO-100021,1000-C,176,5,1,0,True,3,532
LINE-C,S7,2026-04-18,WO-100021,1000-C,157,4,1,0,True,4,689
LINE-C,S7,2026-04-19,WO-100021,1000-C,157,4,2,0,True,5,846
LINE-C,S7,2026-04-20,WO-100021,1000-C,151,4,0,0,True,6,997
LINE-C,S7,2026-04-21,WO-100021,1000-C,202,2,0,0,True,7,1199
LINE-C,S7,2026-04-22,WO-100022,1000-C,177,7,1,0,True,1,177
LINE-C,S7,2026-04-23,WO-100022,1000-C,155,3,1,0,True,2,332
LINE-C,S7,2026-04-24,WO-100022,1000-C,176,8,1,0,True,3,508
LINE-C,S7,2026-04-25,WO-100022,1000-C,164,5,1,0,True,4,672
LINE-C,S7,2026-04-26,WO-100022,1000-C,180,2,0,0,True,5,852
LINE-C,S7,2026-04-27,,,209,0,0,0,False,,
LINE-C,S7,2026-04-28,,,155,8,1,0,False,,
LINE-C,S7,2026-04-29,WO-100023,1000-C,200,3,1,0,True,1,200
LINE-C,S7,2026-04-30,WO-100023,1000-C,158,3,0,0,True,2,358
LINE-C,S7,2026-05-01,WO-100023,1000-C,198,7,2,0,True,3,556
LINE-C,S7,2026-05-02,WO-100023,1000-C,192,4,1,0,True,4,748
LINE-C,S7,2026-05-03,WO-100023,1000-C,192,9,1,0,True,5,940
LINE-C,S7,2026-05-04,WO-100023,1000-C,181,3,0,0,True,6,1121
LINE-C,S7,2026-05-05,WO-100023,1000-C,151,1,0,0,True,7,1272
LINE-C,S7,2026-05-06,WO-100024,1000-C,150,0,0,0,True,1,150
LINE-C,S7,2026-05-07,WO-100024,1000-C,163,6,2,1,True,2,313
LINE-C,S7,2026-05-08,WO-100024,1000-C,161,3,1,0,True,3,474
LINE-C,S7,2026-05-09,WO-100024,1000-C,177,6,0,0,True,4,651
LINE-C,S7,2026-05-10,WO-100024,1000-C,166,6,0,0,True,5,817
LINE-C,S7,2026-05-11,WO-100024,1000-C,201,1,0,0,True,6,1018
LINE-C,S7,2026-05-12,WO-100024,1000-C,183,1,0,0,True,7,1201
LINE-C,S7,2026-05-13,WO-100025,1000-C,154,7,0,0,True,1,154
LINE-C,S7,2026-05-14,WO-100025,1000-C,198,6,0,0,True,2,352
LINE-C,S7,2026-05-15,WO-100025,1000-C,167,7,2,0,True,3,519
LINE-C,S7,2026-05-16,WO-100025,1000-C,209,2,0,0,True,4,728
LINE-C,S7,2026-05-17,WO-100025,1000-C,182,7,1,0,True,5,910
LINE-C,S7,2026-05-18,WO-100025,1000-C,180,2,0,0,True,6,1090
LINE-C,S7,2026-05-19,WO-100025,1000-C,180,3,0,0,True,7,1270
LINE-C,S7,2026-05-20,WO-100026,1000-C,152,3,0,0,True,1,152
LINE-C,S7,2026-05-21,WO-100026,1000-C,196,4,0,0,True,2,348
LINE-C,S7,2026-05-22,WO-100026,1000-C,202,3,0,0,True,3,550
LINE-C,S7,2026-05-23,WO-100026,1000-C,200,3,0,0,True,4,750
LINE-C,S7,2026-05-24,WO-100026,1000-C,159,1,0,0,True,5,909
LINE-C,S7,2026-05-25,WO-100026,1000-C,161,1,0,0,True,6,1070
LINE-C,S7,2026-05-26,WO-100026,1000-C,165,5,0,0,True,7,1235
LINE-C,S7,2026-05-27,WO-100027,1000-C,160,5,0,0,True,1,160
LINE-C,S7,2026-05-28,WO-100027,1000-C,170,5,0,0,True,2,330
LINE-C,S7,2026-05-29,WO-100027,1000-C,153,2,0,0,True,3,483
LINE-C,S7,2026-05-30,WO-100027,1000-C,202,4,2,0,True,4,685
LINE-C,S8,2026-04-01,WO-100019,1000-C,170,7,0,0,True,1,170
LINE-C,S8,2026-04-02,WO-100019,1000-C,206,3,1,0,True,2,376
LINE-C,S8,2026-04-03,WO-100019,1000-C,198,2,0,0,True,3,574
LINE-C,S8,2026-04-04,WO-100019,1000-C,165,3,0,0,True,4,739
LINE-C,S8,2026-04-05,WO-100019,1000-C,175,4,0,0,True,5,914
LINE-C,S8,2026-04-06,WO-100019,1000-C,209,8,0,0,True,6,1123
LINE-C,S8,2026-04-07,WO-100019,1000-C,203,6,0,0,True,7,1326
LINE-C,S8,2026-04-08,WO-100020,1000-C,185,3,0,0,True,1,185
LINE-C,S8,2026-04-09,WO-100020,1000-C,188,2,0,0,True,2,373
LINE-C,S8,2026-04-10,WO-100020,1000-C,180,5,0,0,True,3,553
LINE-C,S8,2026-04-11,WO-100020,1000-C,164,1,1,0,True,4,717
LINE-C,S8,2026-04-12,WO-100020,1000-C,175,2,0,0,True,5,892
LINE-C,S8,2026-04-13,WO-100020,1000-C,181,1,0,0,True,6,1073
LINE-C,S8,2026-04-14,WO-100020,1000-C,157,3,0,0,True,7,1230
LINE-C,S8,2026-04-15,WO-100021,1000-C,208,5,0,0,True,1,208
LINE-C,S8,2026-04-16,WO-100021,1000-C,151,3,0,0,True,2,359
LINE-C,S8,2026-04-17,WO-100021,1000-C,171,2,0,0,True,3,530
LINE-C,S8,2026-04-18,WO-100021,1000-C,175,5,1,0,True,4,705
LINE-C,S8,2026-04-19,WO-100021,1000-C,153,5,1,0,True,5,858
LINE-C,S8,2026-04-20,WO-100021,1000-C,150,3,1,0,True,6,1008
LINE-C,S8,2026-04-21,WO-100021,1000-C,185,6,0,0,True,7,1193
LINE-C,S8,2026-04-22,WO-100022,1000-C,197,7,2,1,True,1,197
LINE-C,S8,2026-04-23,WO-100022,1000-C,192,2,0,0,True,2,389
LINE-C,S8,2026-04-24,WO-100022,1000-C,194,3,0,0,True,3,583
LINE-C,S8,2026-04-25,WO-100022,1000-C,188,5,0,0,True,4,771
LINE-C,S8,2026-04-26,WO-100022,1000-C,206,7,0,0,True,5,977
LINE-C,S8,2026-04-27,,,172,5,1,0,False,,
LINE-C,S8,2026-04-28,,,171,1,0,0,False,,
LINE-C,S8,2026-04-29,WO-100023,1000-C,167,2,0,0,True,1,167
LINE-C,S8,2026-04-30,WO-100023,1000-C,191,1,0,0,True,2,358
LINE-C,S8,2026-05-01,WO-100023,1000-C,163,3,1,0,True,3,521
LINE-C,S8,2026-05-02,WO-100023,1000-C,176,7,1,0,True,4,697
LINE-C,S8,2026-05-03,WO-100023,1000-C,159,3,1,0,True,5,856
LINE-C,S8,2026-05-04,WO-100023,1000-C,161,4,0,0,True,6,1017
LINE-C,S8,2026-05-05,WO-100023,1000-C,192,2,0,0,True,7,1209
LINE-C,S8,2026-05-06,WO-100024,1000-C,202,5,0,0,True,1,202
LINE-C,S8,2026-05-07,WO-100024,1000-C,193,5,0,0,True,2,395
LINE-C,S8,2026-05-08,WO-100024,1000-C,200,3,1,0,True,3,595
LINE-C,S8,2026-05-09,WO-100024,1000-C,171,5,0,0,True,4,766
LINE-C,S8,2026-05-10,WO-100024,1000-C,192,7,1,0,True,5,958
LINE-C,S8,2026-05-11,WO-100024,1000-C,163,6,0,0,True,6,1121
LINE-C,S8,2026-05-12,WO-100024,1000-C,195,9,0,0,True,7,1316
LINE-C,S8,2026-05-13,WO-100025,1000-C,181,3,0,0,True,1,181
LINE-C,S8,2026-05-14,WO-100025,1000-C,182,4,0,0,True,2,363
LINE-C,S8,2026-05-15,WO-100025,1000-C,165,4,0,0,True,3,528
LINE-C,S8,2026-05-16,WO-100025,1000-C,187,7,0,0,True,4,715
LINE-C,S8,2026-05-17,WO-100025,1000-C,179,9,0,0,True,5,894
LINE-C,S8,2026-05-18,WO-100025,1000-C,198,5,0,0,True,6,1092
LINE-C,S8,2026-05-19,WO-100025,1000-C,150,5,0,0,True,7,1242
LINE-C,S8,2026-05-20,WO-100026,1000-C,181,2,0,0,True,1,181
LINE-C,S8,2026-05-21,WO-100026,1000-C,185,5,0,0,True,2,366
LINE-C,S8,2026-05-22,WO-100026,1000-C,208,3,0,0,True,3,574
LINE-C,S8,2026-05-23,WO-100026,1000-C,202,6,1,0,True,4,776
LINE-C,S8,2026-05-24,WO-100026,1000-C,166,0,0,0,True,5,942
LINE-C,S8,2026-05-25,WO-100026,1000-C,204,5,0,0,True,6,1146
LINE-C,S8,2026-05-26,WO-100026,1000-C,189,2,1,0,True,7,1335
LINE-C,S8,2026-05-27,WO-100027,1000-C,171,2,0,0,True,1,171
LINE-C,S8,2026-05-28,WO-100027,1000-C,176,4,1,0,True,2,347
LINE-C,S8,2026-05-29,WO-100027,1000-C,202,8,0,0,True,3,549
LINE-C,S8,2026-05-30,WO-100027,1000-C,156,3,1,0,True,4,705
LINE-C,S9,2026-04-01,WO-100019,1000-C,208,5,0,0,True,1,208
LINE-C,S9,2026-04-02,WO-100019,1000-C,202,3,0,0,True,2,410
LINE-C,S9,2026-04-03,WO-100019,1000-C,175,8,0,0,True,3,585
LINE-C,S9,2026-04-04,WO-100019,1000-C,202,6,0,0,True,4,787
LINE-C,S9,2026-04-05,WO-100019,1000-C,163,3,2,0,True,5,950
LINE-C,S9,2026-04-06,WO-100019,1000-C,178,4,1,0,True,6,1128
LINE-C,S9,2026-04-07,WO-100019,1000-C,178,5,2,0,True,7,1306
LINE-C,S9,2026-04-08,WO-100020,1000-C,199,2,1,0,True,1,199
LINE-C,S9,2026-04-09,WO-100020,1000-C,171,3,0,0,True,2,370
LINE-C,S9,2026-04-10,WO-100020,1000-C,200,3,0,0,True,3,570
LINE-C,S9,2026-04-11,WO-100020,1000-C,178,4,1,0,True,4,748
LINE-C,S9,2026-04-12,WO-100020,1000-C,199,1,1,0,True,5,947
LINE-C,S9,2026-04-13,WO-100020,1000-C,158,2,0,0,True,6,1105
LINE-C,S9,2026-04-14,WO-100020,1000-C,161,1,0,0,True,7,1266
LINE-C,S9,2026-04-15,WO-100021,1000-C,190,6,2,0,True,1,190
LINE-C,S9,2026-04-16,WO-100021,1000-C,175,5,1,1,True,2,365
LINE-C,S9,2026-04-17,WO-100021,1000-C,165,5,0,0,True,3,530
LINE-C,S9,2026-04-18,WO-100021,1000-C,195,4,1,0,True,4,725
LINE-C,S9,2026-04-19,WO-100021,1000-C,204,2,1,0,True,5,929
LINE-C,S9,2026-04-20,WO-100021,1000-C,206,3,1,0,True,6,1135
LINE-C,S9,2026-04-21,WO-100021,1000-C,158,1,0,0,True,7,1293
LINE-C,S9,2026-04-22,WO-100022,1000-C,151,2,0,0,True,1,151
LINE-C,S9,2026-04-23,WO-100022,1000-C,156,2,0,0,True,2,307
LINE-C,S9,2026-04-24,WO-100022,1000-C,190,4,0,0,True,3,497
LINE-C,S9,2026-04-25,WO-100022,1000-C,183,5,1,0,True,4,680
LINE-C,S9,2026-04-26,WO-100022,1000-C,164,3,1,0,True,5,844
LINE-C,S9,2026-04-27,,,178,1,0,0,False,,
LINE-C,S9,2026-04-28,,,195,4,1,0,False,,
LINE-C,S9,2026-04-29,WO-100023,1000-C,169,3,0,0,True,1,169
LINE-C,S9,2026-04-30,WO-100023,1000-C,160,0,0,0,True,2,329
LINE-C,S9,2026-05-01,WO-100023,1000-C,166,3,0,0,True,3,495
LINE-C,S9,2026-05-02,WO-100023,1000-C,184,3,0,0,True,4,679
LINE-C,S9,2026-05-03,WO-100023,1000-C,188,3,0,0,True,5,867
LINE-C,S9,2026-05-04,WO-100023,1000-C,176,1,0,0,True,6,1043
LINE-C,S9,2026-05-05,WO-100023,1000-C,158,2,1,1,True,7,1201
LINE-C,S9,2026-05-06,WO-100024,1000-C,153,4,1,0,True,1,153
LINE-C,S9,2026-05-07,WO-100024,1000-C,180,7,1,0,True,2,333
LINE-C,S9,2026-05-08,WO-100024,1000-C,172,6,3,0,True,3,505
LINE-C,S9,2026-05-09,WO-100024,1000-C,176,1,0,0,True,4,681
LINE-C,S9,2026-05-10,WO-100024,1000-C,169,3,0,0,True,5,850
LINE-C,S9,2026-05-11,WO-100024,1000-C,184,7,1,0,True,6,1034
LINE-C,S9,2026-05-12,WO-100024,1000-C,208,4,0,0,True,7,1242
LINE-C,S9,2026-05-13,WO-100025,1000-C,182,3,0,0,True,1,182
LINE-C,S9,2026-05-14,WO-100025,1000-C,158,2,1,0,True,2,340
LINE-C,S9,2026-05-15,WO-100025,1000-C,194,3,1,0,True,3,534
LINE-C,S9,2026-05-16,WO-100025,1000-C,197,4,2,0,True,4,731
LINE-C,S9,2026-05-17,WO-100025,1000-C,196,5,0,0,True,5,927
LINE-C,S9,2026-05-18,WO-100025,1000-C,177,2,0,0,True,6,1104
LINE-C,S9,2026-05-19,WO-100025,1000-C,179,4,0,0,True,7,1283
LINE-C,S9,2026-05-20,WO-100026,1000-C,170,2,0,0,True,1,170
LINE-C,S9,2026-05-21,WO-100026,1000-C,177,5,0,0,True,2,347
LINE-C,S9,2026-05-22,WO-100026,1000-C,154,4,1,0,True,3,501
LINE-C,S9,2026-05-23,WO-100026,1000-C,168,7,1,0,True,4,669
LINE-C,S9,2026-05-24,WO-100026,1000-C,152,0,0,0,True,5,821
LINE-C,S9,2026-05-25,WO-100026,1000-C,189,2,1,0,True,6,1010
LINE-C,S9,2026-05-26,WO-100026,1000-C,166,3,0,0,True,7,1176
LINE-C,S9,2026-05-27,WO-100027,1000-C,188,1,0,0,True,1,188
LINE-C,S9,2026-05-28,WO-100027,1000-C,181,6,2,0,True,2,369
LINE-C,S9,2026-05-29,WO-100027,1000-C,171,2,0,0,True,3,540
LINE-C,S9,2026-05-30,WO-100027,1000-C,207,6,1,0,True,4,747
